Date,Team0,Team1,Score0,Score1,T0P0,T0P1,T0P2,T0P3,T0P4,T0P5,T0P6,T0P7,T1P0,T1P1,T1P2,T1P3,T1P4,T1P5,T1P6,T1P7,T0M0,T0M1,T0M2,T0M3,T0M4,T0M5,T0M6,T0M7,T1M0,T1M1,T1M2,T1M3,T1M4,T1M5,T1M6,T1M7
2014/10/29,okc,por,89,106,roberan03,westbru01,thomala01,jonespe01,ibakase01,adamsst01,perkike01,collini01,matthwe02,batumni01,aldrila01,lopezro01,lillada01,kamanch01,blakest01,mccolcj01,2096,1959,1871,1841,1712,1597,1235,1168,2078,2052,2046,1944,1778,1290,1219,943
2014/10/29,gsw,sac,95,77,thompkl01,curryst01,greendr01,iguodan01,barneha02,bogutan01,speigma01,barbole01,collida01,gayru01,couside01,mclembe01,stausni01,thompja02,landrca01,casspom01,2279,2192,2062,1755,1730,1084,1069,866,2172,2010,1847,1587,1559,1286,1043,924
2014/10/29,atl,tor,102,109,korveky01,teaguje01,millspa01,carrode01,horfoal01,scottmi01,sefolth01,macksh01,derozde01,lowryky01,johnsam01,rosste01,pattepa01,valanjo01,hansbty01,vasqugr01,2009,1946,1928,1912,1866,1235,992,899,2098,2058,1881,1697,1427,1240,1212,1039
2014/10/29,hou,uta,104,93,hardeja01,arizatr01,howardw01,beverpa01,joneste01,papanko01,terryja01,blackta01,burketr01,haywago01,burksal01,favorde01,booketr01,kanteen01,hoodro01,goberru01,2291,2198,1914,1839,1573,1334,1276,966,2303,2288,2155,1632,1392,1325,1271,1207
2014/10/30,nyk,cle,95,90,anthoca01,shumpim01,larkish01,smithjr01,stoudam01,acyqu01,prigipa01,dalemsa01,jamesle01,irvinky01,loveke01,waitedi01,varejan01,thomptr01,dellama01,mariosh01,2060,1757,1693,1508,1463,1347,1187,334,2594,2592,2282,2255,1637,1182,1079,604
2014/10/30,uta,dal,102,120,haywago01,favorde01,burketr01,burksal01,kanteen01,exumda01,booketr01,hoodro01,ellismo01,parsoch01,chandty01,harride01,nowitdi01,nelsoja01,wrighbr03,aminual01,2130,2085,2067,1557,1177,1165,1134,998,1762,1746,1502,1454,1411,1254,1206,1170
2014/10/30,okc,lac,90,93,jonespe01,telfase01,roberan03,ibakase01,adamsst01,perkike01,thomala01,westbru01,griffbl01,paulch01,jordade01,redicjj01,crawfja01,barnema02,hawessp01,douglch01,2502,2261,2231,1964,1743,1137,1121,523,2307,2256,2118,1774,1634,1610,1119,746
2014/10/30,det,min,91,97,caldwke01,augusdj01,drumman01,butleca01,smithjo03,singlky01,jerebjo01,jennibr01,youngth01,pekovni01,breweco01,rubiori01,willima01,wiggian01,martike02,dienggo01,2489,1950,1879,1847,1796,1424,1084,930,2044,1840,1757,1755,1463,1428,1228,1040
2014/10/30,was,orl,105,98,gortama01,walljo01,hilarne01,templga01,piercpa01,goodedr01,porteot01,ricegl02,vucevni01,harrito02,fournev01,gordobe01,ridnolu01,fryech01,paytoel01,gordoaa01,2207,2204,2030,2012,1816,1224,1078,868,2288,2125,2021,1568,1487,1459,1360,1050
2014/10/31,cle,chi,114,108,jamesle01,loveke01,thomptr01,irvinky01,dellama01,varejan01,waitedi01,mariosh01,dunlemi02,noahjo01,gasolpa01,hinriki01,gibsota01,rosede01,snellto01,brookaa01,2500,2469,2185,2070,1772,1703,1583,900,2399,2240,2190,2050,1679,1518,1376,1183
2014/10/31,mem,ind,97,89,conlemi01,gasolma01,randoza01,allento01,pondequ01,koufoko01,princta01,leeco01,sloando01,milescj01,copelch01,hibbero01,allenla01,mahinia01,scolalu01,hillso01,1992,1970,1965,1902,1351,1340,1075,971,2105,1896,1872,1618,1557,1262,1113,1008
2014/10/31,lac,lal,118,111,griffbl01,jordade01,paulch01,redicjj01,crawfja01,barnema02,hawessp01,douglch01,bryanko01,linje01,hilljo01,johnswe01,boozeca01,davised01,ellinwa01,sacrero01,2334,2308,2221,2004,1608,1328,860,825,2116,2087,2010,1802,1711,1208,1179,826
2014/10/31,phi,mil,81,93,noelne01,thompho01,wroteto01,johnsch04,simshe01,mbahalu01,shvedal01,thomama01,parkeja01,knighbr03,mayooj01,middlkh01,sandela01,antetgi01,hensojo01,dudleja01,2107,2101,2099,1758,1530,1505,978,888,1880,1751,1685,1675,1604,1553,1276,940
2014/10/31,sas,pho,89,94,parketo01,duncati01,diawbo01,ginobma01,leonaka01,greenda02,belinma01,dayeau01,bledser01,dragigo01,morrima02,lenal01,thomais02,morrima03,greenge01,plumlmi01,2263,1820,1731,1505,1419,1334,1266,1149,2351,2068,1972,1900,1749,1339,1133,886
2014/10/31,por,sac,94,103,aldrila01,matthwe02,lillada01,batumni01,lopezro01,blakest01,kamanch01,mccolcj01,collida01,gayru01,mclembe01,couside01,evansre01,thompja02,stausni01,landrca01,2254,2235,2120,2102,1767,1296,1249,611,2261,2185,1903,1888,1410,1362,977,959
2014/11/01,ind,atl,92,102,sloando01,hibbero01,hillso01,copelch01,scolalu01,milescj01,allenla01,mahinia01,millspa01,carrode01,teaguje01,korveky01,horfoal01,anticpe01,bazemke01,macksh01,2251,2102,2060,2033,1566,1300,1287,778,2040,2031,1967,1924,1673,1207,956,913
2014/11/01,mem,cho,71,69,gasolma01,allento01,conlemi01,randoza01,udrihbe01,cartevi01,koufoko01,princta01,jeffeal01,walkeke02,kiddgmi01,stephla01,willima02,nealga01,zelleco01,hendege02,2139,2025,2023,1728,1272,1230,1183,1094,2258,1857,1681,1596,1474,1459,1408,1024
2014/11/01,brk,det,102,90,willide01,johnsjo02,garneke01,teletmi01,bogdabo02,jackja01,plumlma01,jordaje01,smithjo03,caldwke01,jennibr01,singlky01,monrogr01,drumman01,augusdj01,butleca01,2445,2337,2102,1695,1487,1330,1250,713,2639,2454,2180,1956,1828,1293,1110,940
2014/11/01,lal,gsw,104,127,bryanko01,johnswe01,hilljo01,linje01,boozeca01,pricero01,davised01,ellinwa01,thompkl01,curryst01,iguodan01,greendr01,bogutan01,barneha02,barbole01,ezelife01,2153,1983,1972,1915,1421,1341,1250,1097,2048,2046,1960,1829,1823,1809,1046,777
2014/11/01,bos,hou,90,104,rondora01,greenje02,bradlav01,sullija01,turneev01,bassbr01,zellety01,olynyke01,canaais01,howardw01,hardeja01,joneste01,arizatr01,papanko01,terryja01,motiedo01,2063,1872,1602,1597,1550,1222,1169,940,2085,1982,1866,1819,1788,1391,1376,1189
2014/11/01,chi,min,106,105,butleji01,gasolpa01,dunlemi02,noahjo01,mirotni01,hinriki01,brookaa01,mcderdo01,martike02,pekovni01,rubiori01,wiggian01,bennean01,willima01,youngth01,breweco01,2368,2149,2069,1915,1696,1682,1368,683,2133,1915,1902,1856,1205,1123,1032,1003
2014/11/01,dal,nop,109,104,parsoch01,ellismo01,nelsoja01,nowitdi01,chandty01,harride01,wrighbr03,aminual01,davisan02,evansty01,holidjr01,gordoer01,asikom01,anderry01,riverau01,salmojo01,2036,1954,1855,1786,1783,1649,1097,979,2568,2220,2217,2054,1969,1746,1105,302
2014/11/01,den,okc,91,102,afflaar01,lawsoty01,farieke01,foyera01,gallida01,mcgeeja01,mozgoti01,chandwi01,jonespe01,telfase01,roberan03,ibakase01,adamsst01,thomala01,collini01,perkike01,2170,2084,1503,1323,1227,1210,1081,1079,2436,2315,2125,1781,1609,1507,1444,1184
2014/11/01,tor,orl,108,95,lowryky01,derozde01,rosste01,valanjo01,pattepa01,johnsam01,johnsja01,hansbty01,harrito02,vucevni01,fryech01,paytoel01,gordobe01,fournev01,harklma01,ridnolu01,1970,1781,1718,1511,1499,1441,1141,1136,2063,2005,1903,1812,1480,1405,1333,975
2014/11/01,mia,phi,114,96,boshch01,wadedw01,denglu01,willish03,coleno01,chalmma01,napiesh01,anderch01,wroteto01,thompho01,simshe01,noelne01,daviebr01,johnsch04,mcdankj01,mbahalu01,1981,1956,1751,1740,1637,1511,1201,1020,1989,1941,1659,1523,1433,1268,1249,1159
2014/11/01,pho,uta,91,118,dragigo01,morrima02,greenge01,bledser01,plumlmi01,morrima03,thomais02,lenal01,haywago01,burksal01,burketr01,favorde01,booketr01,exumda01,goberru01,kanteen01,2011,1903,1821,1760,1411,1313,1270,1068,2069,1975,1929,1823,1452,1057,1057,930
2014/11/01,mil,was,97,108,knighbr03,parkeja01,middlkh01,sandela01,bayleje01,mayooj01,ilyaser01,dudleja01,gortama01,walljo01,templga01,porteot01,hilarne01,piercpa01,goodedr01,millean02,2251,2020,1466,1415,1247,1161,1061,844,2279,2278,2266,2210,1953,1008,837,602
2014/11/02,sac,lac,98,92,collida01,gayru01,thompja02,couside01,stausni01,mclembe01,casspom01,landrca01,griffbl01,paulch01,redicjj01,barnema02,jordade01,hawessp01,farmajo01,douglch01,2359,2325,2234,2064,1240,1212,967,836,2288,2246,1952,1863,1526,1354,1075,870
2014/11/02,tor,mia,102,107,derozde01,lowryky01,valanjo01,vasqugr01,hansbty01,willilo02,rosste01,pattepa01,boshch01,denglu01,wadedw01,coleno01,willish03,chalmma01,hamilju01,napiesh01,2449,2196,1719,1508,1466,1237,1029,891,2273,2213,1880,1739,1702,1435,1097,1024
2014/11/02,cho,nyk,93,96,stephla01,jeffeal01,nealga01,walkeke02,willima02,zelleco01,roberbr01,kiddgmi01,anthoca01,smithjr01,larkish01,shumpim01,prigipa01,stoudam01,dalemsa01,acyqu01,2260,2009,1866,1818,1634,1246,1062,574,2083,1607,1592,1540,1457,1383,1341,1220
2014/11/02,gsw,por,95,90,thompkl01,iguodan01,bogutan01,curryst01,greendr01,barneha02,livinsh01,barbole01,lillada01,aldrila01,matthwe02,batumni01,lopezro01,blakest01,kamanch01,bartowi01,2036,1899,1892,1850,1754,1571,965,941,2302,1992,1984,1906,1610,1386,1250,939
2014/11/03,okc,brk,85,116,jacksre01,telfase01,jonespe01,adamsst01,ibakase01,thomala01,collini01,roberan03,willide01,johnsjo02,jackja01,bogdabo02,lopezbr01,teletmi01,garneke01,anderal01,2505,2080,2030,1791,1740,1337,1140,688,2206,1669,1657,1616,1432,1259,1184,930
2014/11/03,bos,dal,113,118,greenje02,rondora01,bradlav01,sullija01,smartma01,olynyke01,turneev01,thornma01,parsoch01,ellismo01,chandty01,nowitdi01,harride01,nelsoja01,wrighbr03,jefferi01,2316,2214,2192,1903,1476,1337,1022,725,2090,2073,1818,1773,1770,1382,1062,894
2014/11/03,sac,den,110,105,collida01,casspom01,couside01,thompja02,landrca01,gayru01,evansre01,mclembe01,farieke01,lawsoty01,afflaar01,chandwi01,foyera01,arthuda01,mozgoti01,gallida01,1783,1633,1529,1392,1387,1382,1351,1168,2284,2124,1848,1846,1109,961,947,841
2014/11/03,uta,lac,101,107,haywago01,burksal01,burketr01,booketr01,kanteen01,favorde01,hoodro01,exumda01,griffbl01,jordade01,paulch01,crawfja01,barnema02,bullore01,redicjj01,hawessp01,2161,1894,1886,1645,1590,1587,1088,994,2307,2294,2158,2018,1798,1082,908,903
2014/11/03,nop,mem,81,93,evansty01,gordoer01,holidjr01,davisan02,anderry01,asikom01,riverau01,babbilu01,gasolma01,randoza01,princta01,conlemi01,allento01,pondequ01,udrihbe01,cartevi01,2332,2236,2171,1921,1648,1577,1032,631,2399,2002,1981,1814,1786,1575,1043,921
2014/11/03,hou,phi,104,93,hardeja01,howardw01,arizatr01,joneste01,canaais01,terryja01,motiedo01,papanko01,thompho01,wroteto01,noelne01,mcdankj01,mbahalu01,daviebr01,shvedal01,johnsch04,2292,2162,2146,1809,1776,1360,1300,1174,1889,1855,1792,1601,1484,1464,1231,985
2014/11/04,orl,chi,90,98,fournev01,vucevni01,harrito02,fryech01,paytoel01,gordobe01,ridnolu01,gordoaa01,gasolpa01,butleji01,gibsota01,hinriki01,brookaa01,mirotni01,dunlemi02,snellto01,2425,2404,2242,2159,1912,1041,968,823,2459,2102,1942,1824,1791,1359,1316,881
2014/11/04,mil,ind,87,81,knighbr03,parkeja01,ilyaser01,dudleja01,sandela01,mayooj01,middlkh01,pachuza01,hibbero01,sloando01,milescj01,allenla01,hillso01,copelch01,rudezda01,scolalu01,1716,1647,1575,1563,1379,1317,1233,1221,2114,1832,1755,1755,1729,1472,1145,1083
2014/11/04,pho,lal,112,106,morrima03,morrima02,thomais02,dragigo01,greenge01,bledser01,plumlmi01,lenal01,bryanko01,hilljo01,johnswe01,boozeca01,linje01,ellinwa01,pricero01,davised01,2045,1886,1851,1769,1398,1286,1239,1219,2655,2069,2028,1722,1632,1287,1248,1109
2014/11/04,hou,mia,108,91,hardeja01,arizatr01,howardw01,papanko01,beverpa01,terryja01,canaais01,motiedo01,wadedw01,hamilju01,boshch01,willish03,chalmma01,napiesh01,denglu01,coleno01,2423,2413,2280,2206,1823,1119,840,796,1868,1850,1801,1765,1764,1632,1406,989
2014/11/04,cho,nop,91,100,jeffeal01,hendege02,willima02,walkeke02,nealga01,stephla01,zelleco01,roberbr01,davisan02,holidjr01,riverau01,evansty01,gordoer01,asikom01,anderry01,fredeji01,1906,1904,1645,1640,1631,1387,1384,1240,2208,2083,1938,1839,1697,1681,1569,846
2014/11/04,was,nyk,98,83,walljo01,templga01,porteot01,piercpa01,hilarne01,serapke01,goodedr01,gortama01,anthoca01,shumpim01,stoudam01,larkish01,smithjr01,smithja02,prigipa01,dalemsa01,1820,1818,1692,1677,1433,1327,1321,1297,2211,1850,1707,1560,1467,1374,1319,1212
2014/11/04,cle,por,82,101,irvinky01,loveke01,jamesle01,waitedi01,varejan01,thomptr01,mariosh01,millemi01,aldrila01,matthwe02,batumni01,lillada01,lopezro01,blakest01,kamanch01,bartowi01,2217,2132,2096,1650,1648,1324,1087,843,2230,2188,2178,2173,1755,1249,1043,709
2014/11/04,okc,tor,88,100,ibakase01,jacksre01,thomala01,adamsst01,telfase01,collini01,jonespe01,perkike01,pattepa01,derozde01,lowryky01,hansbty01,rosste01,johnsja01,willilo02,valanjo01,2758,2503,1973,1858,1634,1598,1054,1022,2150,1843,1843,1610,1486,1289,1130,769
2014/11/05,tor,bos,110,107,derozde01,lowryky01,pattepa01,rosste01,willilo02,hansbty01,johnsja01,vasqugr01,sullija01,rondora01,greenje02,olynyke01,bradlav01,smartma01,thornma01,bassbr01,2382,2130,1602,1454,1441,1411,1311,1200,2282,2198,2161,2033,1629,1326,903,787
2014/11/05,min,brk,98,91,martike02,wiggian01,youngth01,rubiori01,pekovni01,willima01,dienggo01,breweco01,willide01,lopezbr01,johnsjo02,garneke01,anderal01,jackja01,bogdabo02,teletmi01,2265,2229,2164,2069,1923,1003,957,729,2352,2033,1859,1508,1480,1439,1370,1232
2014/11/05,mia,cho,89,96,boshch01,wadedw01,chalmma01,willish03,denglu01,napiesh01,coleno01,hamilju01,stephla01,walkeke02,jeffeal01,willima02,nealga01,zelleco01,hendege02,hairspj02,2255,1992,1920,1785,1662,1559,1321,1081,2164,2054,1897,1799,1517,1103,1102,977
2014/11/05,nyk,det,95,98,anthoca01,shumpim01,larkish01,hardati02,smithja02,stoudam01,dalemsa01,acyqu01,monrogr01,caldwke01,smithjo03,butleca01,drumman01,augusdj01,jennibr01,jerebjo01,2318,2185,1948,1603,1583,1322,870,822,2131,2077,2018,1847,1732,1482,1400,895
2014/11/05,lac,gsw,104,121,jordade01,griffbl01,paulch01,crawfja01,redicjj01,hawessp01,barnema02,farmajo01,greendr01,bogutan01,curryst01,thompkl01,barneha02,iguodan01,livinsh01,barbole01,2141,1878,1864,1479,1409,1388,1246,1194,2140,2052,2029,1817,1643,1234,1128,1063
2014/11/05,chi,mil,95,86,gibsota01,butleji01,gasolpa01,rosede01,hinriki01,dunlemi02,mirotni01,brookaa01,knighbr03,antetgi01,mayooj01,parkeja01,sandela01,middlkh01,dudleja01,ilyaser01,2613,2466,2150,1872,1689,1398,975,801,1899,1616,1591,1513,1379,1370,1058,970
2014/11/05,orl,phi,91,89,harrito02,vucevni01,fryech01,paytoel01,fournev01,gordobe01,ridnolu01,harklma01,wroteto01,thompho01,daviebr01,mcdankj01,mbahalu01,simshe01,shvedal01,noelne01,2186,2174,2165,1704,1653,1227,1176,1042,2101,2056,1757,1739,1542,1439,1121,1021
2014/11/05,mem,pho,102,91,leeco01,gasolma01,randoza01,conlemi01,pondequ01,allento01,udrihbe01,leuerjo01,bledser01,morrima02,tuckepj01,dragigo01,thomais02,lenal01,morrima03,plumlmi01,2348,2123,1766,1753,1603,1390,1127,973,2185,1985,1557,1537,1536,1466,1290,1086
2014/11/05,den,sac,109,131,lawsoty01,chandwi01,foyera01,afflaar01,farieke01,robinna01,arthuda01,mozgoti01,mclembe01,gayru01,collida01,couside01,casspom01,evansre01,thompja02,stausni01,1916,1825,1679,1309,1274,1248,1021,634,2146,2115,1894,1349,1292,1124,993,986
2014/11/05,atl,sas,92,94,korveky01,millspa01,teaguje01,carrode01,horfoal01,sefolth01,anticpe01,scottmi01,parketo01,duncati01,diawbo01,greenda02,leonaka01,ginobma01,josepco01,splitti01,2185,2129,2016,1878,1855,1028,940,840,2241,2085,2011,1998,1795,1554,821,625
2014/11/05,cle,uta,100,102,irvinky01,jamesle01,loveke01,varejan01,thomptr01,mariosh01,millemi01,waitedi01,haywago01,favorde01,burksal01,kanteen01,exumda01,burketr01,booketr01,hoodro01,2678,2522,2284,1912,1476,1426,1307,794,2193,2096,1982,1642,1496,1357,1235,828
2014/11/05,ind,was,94,96,sloando01,copelch01,hillso01,hibbero01,allenla01,milescj01,scolalu01,mahinia01,walljo01,templga01,gortama01,piercpa01,hilarne01,porteot01,goodedr01,serapke01,2552,2242,2219,1888,1818,1596,1362,1289,2574,2571,2328,2230,2126,1323,948,832
2014/11/06,sas,hou,81,98,anderky01,baynear01,leonaka01,parketo01,greenda02,pendeje02,diawbo01,bonnema01,hardeja01,howardw01,arizatr01,canaais01,papanko01,motiedo01,terryja01,danietr01,1874,1865,1738,1547,1526,1357,1329,914,1972,1958,1921,1582,1578,1519,1243,807
2014/11/06,dal,por,87,108,chandty01,parsoch01,nowitdi01,harride01,ellismo01,nelsoja01,aminual01,bareajo01,lillada01,aldrila01,batumni01,matthwe02,lopezro01,mccolcj01,blakest01,kamanch01,1715,1709,1624,1595,1592,1522,985,942,1912,1794,1731,1519,1453,1288,1179,1063
2014/11/07,ind,bos,98,101,hillso01,copelch01,sloando01,hibbero01,scolalu01,allenla01,rudezda01,mahinia01,sullija01,greenje02,bradlav01,olynyke01,rondora01,bassbr01,turneev01,smartma01,2368,2276,2014,1931,1744,1136,1116,948,1971,1785,1745,1678,1670,1220,981,932
2014/11/07,nyk,brk,99,110,anthoca01,shumpim01,hardati02,stoudam01,smithjr01,acyqu01,smithja02,dalemsa01,willide01,bogdabo02,johnsjo02,lopezbr01,teletmi01,anderal01,plumlma01,garneke01,2135,1820,1708,1483,1465,1334,923,292,1958,1924,1912,1844,1623,1317,1232,795
2014/11/07,atl,cho,119,122,korveky01,teaguje01,millspa01,carrode01,horfoal01,sefolth01,anticpe01,schrode01,stephla01,walkeke02,jeffeal01,zelleco01,nealga01,kiddgmi01,willima02,maxieja01,2708,2632,2575,2389,2239,1694,1379,832,2831,2594,2466,2126,1945,1450,1414,953
2014/11/07,cle,den,110,101,jamesle01,irvinky01,loveke01,mariosh01,varejan01,waitedi01,thomptr01,millemi01,foyera01,afflaar01,chandwi01,robinna01,geeal01,farieke01,mozgoti01,gallida01,2378,2350,2168,1912,1662,1451,1262,906,1890,1879,1617,1549,1323,1296,1230,1215
2014/11/07,mil,det,95,98,knighbr03,parkeja01,antetgi01,sandela01,bayleje01,marshke01,ilyaser01,dudleja01,butleca01,smithjo03,jennibr01,caldwke01,drumman01,monrogr01,augusdj01,singlky01,2030,1682,1630,1478,1297,1276,1250,1198,2140,2130,1842,1822,1582,1578,1365,859
2014/11/07,mem,okc,91,89,gasolma01,leeco01,conlemi01,randoza01,allento01,cartevi01,pondequ01,koufoko01,jacksre01,lambje01,adamsst01,ibakase01,thomala01,collini01,telfase01,perkike01,2446,2125,2100,2073,1523,1148,964,926,2488,2483,2034,1981,1756,1470,1088,846
2014/11/07,min,orl,103,112,martike02,youngth01,willima01,breweco01,pekovni01,wiggian01,dienggo01,rubiori01,harrito02,vucevni01,paytoel01,fournev01,fryech01,gordoaa01,harklma01,gordobe01,2505,2320,1882,1660,1650,1528,1494,795,2466,2327,2317,2299,1671,1306,1242,1062
2014/11/07,chi,phi,118,115,butleji01,gasolpa01,hinriki01,dunlemi02,noahjo01,gibsota01,mcderdo01,brookaa01,wroteto01,mbahalu01,thompho01,mcdankj01,sampsja02,simshe01,daviebr01,johnsch04,2418,2063,1890,1852,1837,1385,1028,993,2024,2000,1922,1654,1602,1565,1468,1311
2014/11/07,sac,pho,114,112,gayru01,landrca01,couside01,collida01,thompja02,mclembe01,stausni01,sessira01,dragigo01,bledser01,morrima03,plumlmi01,tuckepj01,morrima02,thomais02,greenge01,2851,2193,2083,1990,1982,1769,1719,1490,2779,2553,2479,2447,2248,1913,1039,824
2014/11/07,was,tor,84,103,walljo01,templga01,gortama01,porteot01,piercpa01,hilarne01,serapke01,millean02,derozde01,lowryky01,rosste01,valanjo01,pattepa01,johnsam01,johnsja01,willilo02,1820,1742,1659,1503,1377,1109,1088,1060,2136,2034,1763,1716,1647,1271,997,981
2014/11/07,dal,uta,105,82,chandty01,ellismo01,nowitdi01,parsoch01,wrighbr03,nelsoja01,harride01,aminual01,burksal01,haywago01,exumda01,kanteen01,burketr01,favorde01,goberru01,inglejo01,1790,1778,1688,1674,1532,1446,1228,1114,1934,1711,1616,1609,1608,1533,1411,961
2014/11/08,nyk,atl,96,103,anthoca01,shumpim01,smithjr01,larkish01,hardati02,dalemsa01,stoudam01,acyqu01,korveky01,millspa01,teaguje01,carrode01,horfoal01,schrode01,anticpe01,sefolth01,2228,2074,1996,1751,1495,1486,1256,814,2253,2179,2083,1827,1821,1222,1059,983
2014/11/08,bos,chi,106,101,greenje02,olynyke01,bradlav01,turneev01,sullija01,zellety01,pressph01,thornma01,butleji01,noahjo01,gasolpa01,gibsota01,brookaa01,hinriki01,dunlemi02,mcderdo01,2080,2006,1976,1937,1610,1270,975,904,2293,1886,1874,1700,1691,1685,1656,906
2014/11/08,gsw,hou,98,87,curryst01,bogutan01,greendr01,iguodan01,thompkl01,barneha02,barbole01,livinsh01,hardeja01,arizatr01,canaais01,motiedo01,papanko01,terryja01,blackta01,garcifr01,2398,2192,2049,1875,1869,1396,1098,924,2606,2347,2330,1802,1768,1759,901,585
2014/11/08,was,ind,97,90,walljo01,templga01,hilarne01,piercpa01,gortama01,porteot01,serapke01,humphkr01,hillso01,copelch01,sloando01,scolalu01,mahinia01,rudezda01,priceaj01,hibbero01,2071,1886,1863,1670,1544,1182,1171,1143,2565,2289,1830,1658,1580,1543,1050,663
2014/11/08,por,lac,102,106,aldrila01,lillada01,batumni01,matthwe02,lopezro01,blakest01,kamanch01,mccolcj01,jordade01,redicjj01,paulch01,griffbl01,crawfja01,barnema02,farmajo01,hawessp01,2339,2316,2045,1989,1944,1142,1108,616,2417,2244,2187,2114,1893,1530,786,710
2014/11/08,min,mia,92,102,youngth01,pekovni01,martike02,wiggian01,lavinza01,willima01,breweco01,dienggo01,boshch01,willish03,denglu01,coleno01,wadedw01,chalmma01,napiesh01,ennisja01,2108,1780,1714,1665,1545,1339,1286,1096,2129,1982,1899,1890,1774,1134,990,953
2014/11/08,mem,mil,92,93,randoza01,leeco01,gasolma01,conlemi01,princta01,allento01,udrihbe01,leuerjo01,antetgi01,mayooj01,parkeja01,ilyaser01,bayleje01,knighbr03,dudleja01,sandela01,2155,2066,2031,1714,1636,1427,1138,967,1803,1688,1636,1504,1483,1397,1288,1090
2014/11/08,nop,sas,100,99,evansty01,gordoer01,davisan02,holidjr01,asikom01,anderry01,riverau01,fredeji01,leonaka01,parketo01,greenda02,duncati01,diawbo01,ginobma01,josepco01,baynear01,2281,2256,2201,2155,1560,1472,1020,609,2190,2016,1962,1956,1901,1593,941,933
