Date,Team0,Team1,Score0,Score1,T0P0,T0P1,T0P2,T0P3,T0P4,T0P5,T0P6,T0P7,T1P0,T1P1,T1P2,T1P3,T1P4,T1P5,T1P6,T1P7,T0M0,T0M1,T0M2,T0M3,T0M4,T0M5,T0M6,T0M7,T1M0,T1M1,T1M2,T1M3,T1M4,T1M5,T1M6,T1M7
2015/10/30,tor,bos,113,103,derozde01,carrode01,lowryky01,pattepa01,valanjo01,scolalu01,rosste01,josepco01,crowdja01,bradlav01,thomais02,smartma01,turneev01,johnsam01,leeda02,zellety01,2085,2084,2054,1484,1396,1346,1266,1090,2035,1779,1747,1706,1650,1138,1022,989
2015/10/30,mia,cle,92,102,whiteha01,dragigo01,boshch01,wadedw01,denglu01,winslju01,greenge01,chalmma01,jamesle01,loveke01,dellama01,thomptr01,willima01,jefferi01,smithjr01,mozgoti01,2162,2016,1990,1825,1752,1128,967,864,2036,1987,1618,1563,1548,1463,1335,1084
2015/10/30,min,den,95,78,townska01,wiggian01,rubiori01,princta01,bjeline01,garneke01,martike02,lavinza01,gallida01,bartowi01,farieke01,mudiaem01,arthuda01,nelsoja01,harriga01,lauvejo01,1992,1841,1824,1760,1541,1339,1280,1056,2003,1781,1607,1590,1586,1542,1073,975
2015/10/30,chi,det,94,98,butleji01,mirotni01,rosede01,gasolpa01,snellto01,gibsota01,mooreet01,brookaa01,morrima03,drumman01,caldwke01,jacksre01,tollian01,ilyaser01,blakest01,bullore01,2526,2310,2069,1923,1805,1174,1095,1078,2505,2345,2318,2225,1812,1307,955,880
2015/10/30,gsw,hou,112,92,greendr01,iguodan01,curryst01,barneha02,ezelife01,thompkl01,livinsh01,barbole01,hardeja01,lawsoty01,arizatr01,breweco01,howardw01,harremo01,beverpa01,joneste01,1874,1787,1644,1588,1482,1443,1199,1163,2220,2131,1781,1741,1309,1270,1254,1089
2015/10/30,was,mil,118,113,walljo01,porteot01,bealbr01,gortama01,sessira01,dudleja01,nealga01,humphkr01,middlkh01,cartemi01,monrogr01,antetgi01,obryajo01,bayleje01,vasqugr01,plumlmi01,2033,1859,1783,1589,1574,1522,1318,851,2333,2132,2096,2049,1663,1622,996,784
2015/10/30,okc,orl,139,136,duranke01,westbru01,adamsst01,ibakase01,waitedi01,augusdj01,roberan03,kanteen01,oladivi01,harrito02,vucevni01,fournev01,paytoel01,watsocj01,gordoaa01,hezonma01,3212,2855,2154,1961,1714,1694,1128,1082,3040,2777,2705,2682,2207,1258,1071,856
2015/10/30,uta,phi,99,71,goberru01,haywago01,favorde01,burketr01,burksal01,hoodro01,netora01,booketr01,okafoja01,noelne01,thompho01,canaais01,mccontj01,grantje01,stausni01,sampsja02,1892,1870,1757,1648,1609,1357,1232,1075,2164,2149,1892,1872,1589,1529,1277,1229
2015/10/30,por,pho,92,110,lillada01,mccolcj01,aminual01,plumlma01,harklma01,crabbal01,vonleno01,leoname01,morrima02,bledser01,knighbr03,chandty01,tuckepj01,warretj01,lenal01,weemsso01,2210,1998,1892,1536,1441,1376,1262,1053,2061,1994,1984,1554,1425,1311,1125,1008
2015/10/30,lal,sac,114,132,clarkjo01,kellyry01,willilo02,russeda01,bryanko01,youngni01,hibbero01,randlju01,gayru01,caulewi01,couside01,mclembe01,collida01,rondora01,belinma01,casspom01,1712,1663,1568,1382,1332,1304,1276,973,1881,1811,1703,1499,1430,1427,1332,1319
2015/10/30,brk,sas,75,102,lopezbr01,youngth01,jackja01,holliro01,johnsjo02,bogdabo02,ellinwa01,larkish01,aldrila01,duncati01,greenda02,leonaka01,parketo01,ginobma01,diawbo01,millspa02,1919,1705,1617,1569,1514,1174,1096,986,1773,1744,1593,1547,1426,1297,1123,1104
2015/10/31,uta,ind,97,76,goberru01,favorde01,hoodro01,haywago01,booketr01,burketr01,burksal01,netora01,hillge01,georgpa01,ellismo01,milescj01,mahinia01,turnemy01,stuckro01,allenla01,1874,1871,1723,1695,1663,1287,1233,1186,2242,2017,1925,1582,1403,1361,1361,1298
2015/10/31,sac,lac,109,114,collida01,rondora01,gayru01,koufoko01,belinma01,caulewi01,couside01,mclembe01,paulch01,griffbl01,jordade01,redicjj01,stephla01,crawfja01,piercpa01,smithjo03,2100,1980,1863,1752,1684,1368,919,625,2308,2174,2141,1961,1457,1379,826,735
2015/10/31,brk,mem,91,101,jackja01,bogdabo02,johnsjo02,youngth01,lopezbr01,robinth01,bargnan01,brownma02,leeco01,conlemi01,gasolma01,randoza01,allento01,greenje02,wrighbr03,barnema02,2122,2027,1942,1904,1698,904,893,853,2018,1946,1790,1778,1728,1620,981,941
2015/10/31,gsw,nop,134,120,greendr01,curryst01,barneha02,iguodan01,thompkl01,livinsh01,ezelife01,speigma01,davisan02,babbilu01,anderry01,holidjr01,gordoer01,douglto01,cunnida01,perkike01,2231,2138,1934,1770,1640,1310,904,869,2231,1829,1801,1605,1469,1369,1329,146
2015/10/31,pho,por,101,90,bledser01,knighbr03,chandty01,tuckepj01,morrima02,leuerjo01,warretj01,pricero01,lillada01,mccolcj01,aminual01,leoname01,harklma01,plumlma01,davised01,crabbal01,2303,2069,1950,1859,1367,1314,1126,1016,2176,2057,2024,1858,1693,1609,1271,1020
2015/10/31,nyk,was,117,110,anthoca01,lopezro01,gallola01,vujacsa01,thomala01,grantje02,caldejo01,porzikr01,bealbr01,walljo01,porteot01,gortama01,goodedr01,hilarne01,dudleja01,humphkr01,2145,1855,1657,1571,1568,1270,1262,1262,2232,2145,2100,1533,1443,1086,1069,874
2015/11/01,sas,bos,95,87,aldrila01,leonaka01,greenda02,duncati01,parketo01,ginobma01,diawbo01,millspa02,smartma01,bradlav01,johnsam01,thomais02,sullija01,crowdja01,leeda02,zellety01,2082,2057,1731,1728,1645,1434,1426,1235,2310,1828,1704,1595,1411,1379,1235,388
2015/11/01,orl,chi,87,92,oladivi01,fournev01,vucevni01,gordoaa01,paytoel01,harrito02,napiesh01,smithja02,butleji01,rosede01,mirotni01,snellto01,noahjo01,gasolpa01,gibsota01,mooreet01,2323,2110,2070,1475,1347,1308,969,852,1971,1939,1703,1589,1458,1427,1173,1123
2015/11/01,atl,cho,94,92,millspa01,horfoal01,teaguje01,korveky01,bazemke01,schrode01,sefolth01,splitti01,batumni01,willima02,walkeke02,jeffeal01,hairspj02,zelleco01,linje01,hawessp01,2096,2095,1931,1878,1693,1271,1056,1050,2175,1978,1876,1764,1392,1369,1288,1104
2015/11/01,dal,lal,103,93,willide01,nowitdi01,pachuza01,feltora01,matthwe02,poweldw01,bareajo01,parsoch01,randlju01,bryanko01,clarkjo01,russeda01,willilo02,hibbero01,bassbr01,youngni01,1844,1794,1757,1701,1575,1490,1419,712,2017,1881,1800,1642,1613,1565,1223,1136
2015/11/01,hou,mia,89,109,arizatr01,hardeja01,lawsoty01,thornma01,harremo01,breweco01,beverpa01,capelca01,whiteha01,wadedw01,winslju01,denglu01,boshch01,dragigo01,chalmma01,johnsty01,2447,2346,2247,1853,1336,1276,1187,847,2011,1970,1840,1598,1485,1457,1355,1272
2015/11/01,den,okc,93,117,gallida01,nelsoja01,mudiaem01,harriga01,jokicni01,bartowi01,lauvejo01,farieke01,ibakase01,duranke01,westbru01,waitedi01,adamsst01,roberan03,singlky01,augusdj01,1639,1623,1612,1601,1466,1455,1130,850,1850,1664,1526,1435,1292,1221,1196,1087
2015/11/01,mil,tor,87,106,antetgi01,cartemi01,middlkh01,monrogr01,obryajo01,vasqugr01,bayleje01,copelch01,derozde01,carrode01,lowryky01,valanjo01,pattepa01,scolalu01,rosste01,biyombi01,1961,1959,1753,1704,1621,1527,1330,1232,2237,1840,1758,1739,1449,1289,1262,1141
2015/11/02,mil,brk,103,96,bayleje01,antetgi01,monrogr01,middlkh01,vasqugr01,cartemi01,obryajo01,plumlmi01,johnsjo02,jackja01,lopezbr01,brownma02,youngth01,bogdabo02,larkish01,bargnan01,2800,2532,2365,2337,1602,1358,1022,379,2450,2074,2064,1533,1519,1509,1087,941
2015/11/02,mem,gsw,69,119,conlemi01,barnema02,gasolma01,leeco01,greenja01,wrighbr03,randoza01,allento01,curryst01,greendr01,thompkl01,iguodan01,ezelife01,barneha02,speigma01,mcadoja01,1587,1580,1540,1477,1287,1189,1151,725,1704,1617,1587,1290,1226,1209,1133,988
2015/11/02,okc,hou,105,110,duranke01,ibakase01,waitedi01,westbru01,roberan03,kanteen01,augusdj01,adamsst01,hardeja01,thornma01,lawsoty01,arizatr01,howardw01,breweco01,beverpa01,capelca01,2100,2032,1943,1917,1344,1333,1295,1152,2308,2240,2209,2162,2078,1345,1256,643
2015/11/02,pho,lac,96,102,knighbr03,morrima02,chandty01,bledser01,tuckepj01,warretj01,pricero01,leuerjo01,griffbl01,jordade01,paulch01,redicjj01,crawfja01,piercpa01,stephla01,riverau01,2439,2184,2159,1898,1597,1289,988,692,2037,1913,1847,1670,1577,1390,1100,1059
2015/11/02,por,min,106,101,lillada01,mccolcj01,aminual01,plumlma01,crabbal01,leoname01,davised01,vonleno01,martike02,rubiori01,bjeline01,townska01,wiggian01,dienggo01,princta01,garneke01,2277,2156,1944,1660,1529,1432,1220,1147,2101,1917,1885,1616,1405,1266,1212,995
2015/11/02,sas,nyk,94,84,leonaka01,duncati01,aldrila01,parketo01,greenda02,millspa02,diawbo01,ginobma01,anthoca01,lopezro01,gallola01,porzikr01,grantje02,caldejo01,vujacsa01,oquinky01,2165,2110,1930,1765,1645,1509,1200,1026,2128,1930,1735,1448,1400,1396,1229,1152
2015/11/02,cle,phi,107,100,dellama01,jamesle01,loveke01,willima01,thomptr01,mozgoti01,jefferi01,smithjr01,noelne01,thompho01,canaais01,stausni01,okafoja01,mccontj01,grantje01,covinro01,2062,2000,1714,1676,1578,1326,1303,297,2007,1862,1856,1711,1614,1386,1379,1347
2015/11/03,chi,cho,105,130,butleji01,mcderdo01,snellto01,mirotni01,rosede01,gasolpa01,noahjo01,brookaa01,batumni01,walkeke02,lambje01,willima02,jeffeal01,kaminfr01,hairspj02,hawessp01,1925,1808,1500,1438,1432,1408,1023,1020,1707,1564,1534,1502,1277,1231,1194,1175
2015/11/03,tor,dal,102,91,lowryky01,valanjo01,carrode01,scolalu01,derozde01,rosste01,josepco01,pattepa01,willide01,nowitdi01,pachuza01,matthwe02,poweldw01,harride01,bareajo01,parsoch01,2208,2020,2018,1879,1703,1370,1198,1001,2172,2111,1687,1656,1546,1456,1392,857
2015/11/03,ind,det,94,82,georgpa01,hillge01,ellismo01,milescj01,stuckro01,hilljo01,allenla01,mahinia01,drumman01,caldwke01,morrima03,ilyaser01,jacksre01,tollian01,johnsst04,dinwisp01,2252,2179,2005,1788,1576,1401,1313,329,2593,2506,2340,2076,2057,804,693,424
2015/11/03,den,lal,120,109,farieke01,gallida01,mudiaem01,nelsoja01,hicksjj01,harriga01,bartowi01,foyera01,clarkjo01,willilo02,randlju01,bryanko01,russeda01,bassbr01,blackta01,hibbero01,2392,2073,1888,1550,1481,1303,1288,969,2232,2007,1939,1750,1225,1122,1089,1048
2015/11/03,atl,mia,98,92,millspa01,korveky01,teaguje01,horfoal01,bazemke01,splitti01,schrode01,holidju01,boshch01,dragigo01,whiteha01,wadedw01,denglu01,winslju01,chalmma01,johnsty01,2134,2069,2063,2024,1947,1230,961,769,2354,1930,1862,1629,1504,1350,1303,1236
2015/11/03,orl,nop,103,94,fournev01,oladivi01,vucevni01,paytoel01,harrito02,watsocj01,smithja02,hezonma01,gordoer01,davisan02,babbilu01,anderry01,holidjr01,cunnida01,ajincal01,douglto01,2565,2156,2022,1768,1763,1227,976,871,2269,2176,1690,1596,1404,1271,1229,1172
2015/11/03,mem,sac,103,89,leeco01,randoza01,wrighbr03,conlemi01,barnema02,greenje02,allento01,gasolma01,caulewi01,gayru01,collida01,rondora01,koufoko01,belinma01,casspom01,mclembe01,1833,1748,1661,1512,1416,1318,1207,1058,2042,1920,1845,1619,1581,1496,1367,1227
2015/11/04,brk,atl,87,101,lopezbr01,youngth01,johnsjo02,jackja01,bogdabo02,brownma02,ellinwa01,larkish01,millspa01,horfoal01,holidju01,schrode01,teaguje01,bazemke01,sefolth01,splitti01,2160,2036,1794,1628,1496,1182,1086,991,1836,1794,1746,1694,1691,1647,1300,1188
2015/11/04,nyk,cle,86,96,anthoca01,caldejo01,gallola01,lopezro01,vujacsa01,porzikr01,oquinky01,grantje02,willima01,jefferi01,jamesle01,loveke01,dellama01,thomptr01,mozgoti01,jonesja02,2210,1741,1712,1699,1310,1239,1141,997,2165,2117,2104,1941,1645,1536,1315,663
2015/11/04,lac,gsw,108,112,griffbl01,jordade01,paulch01,redicjj01,riverau01,stephla01,crawfja01,piercpa01,greendr01,barneha02,curryst01,thompkl01,iguodan01,ezelife01,livinsh01,speigma01,2269,2056,1853,1723,1442,1376,1208,1076,2350,2139,1958,1947,1901,1371,1039,879
2015/11/04,orl,hou,114,119,fournev01,oladivi01,gordoaa01,paytoel01,dedmode01,harrito02,watsocj01,vucevni01,hardeja01,arizatr01,lawsoty01,breweco01,howardw01,thornma01,capelca01,beverpa01,2745,2616,1922,1751,1583,1258,1229,1005,2619,2482,2480,2122,1873,1744,1129,721
2015/11/04,bos,ind,98,100,thomais02,bradlav01,crowdja01,sullija01,turneev01,johnsam01,leeda02,jerebjo01,hillge01,ellismo01,georgpa01,hilljo01,allenla01,stuckro01,robingl02,budinch01,2146,2126,1975,1638,1283,1236,1092,932,2043,2008,1871,1759,1718,1622,1152,1118
2015/11/04,phi,mil,87,91,stausni01,okafoja01,mccontj01,noelne01,thompho01,grantje01,holmeri01,sampsja02,antetgi01,monrogr01,middlkh01,bayleje01,vasqugr01,vaughra01,parkeja01,plumlmi01,2084,2083,2073,1983,1666,1371,1155,932,2432,2176,2138,1824,1320,993,981,704
2015/11/04,tor,okc,103,98,derozde01,carrode01,lowryky01,valanjo01,josepco01,pattepa01,biyombi01,scolalu01,duranke01,westbru01,ibakase01,roberan03,adamsst01,waitedi01,kanteen01,collini01,2315,2246,2031,1721,1530,1401,1159,1141,2260,2120,1972,1604,1596,1436,1039,908
2015/11/04,sac,pho,97,118,collida01,gayru01,rondora01,koufoko01,belinma01,anderja01,casspom01,caulewi01,bledser01,knighbr03,warretj01,chandty01,morrima02,lenal01,tuckepj01,pricero01,1943,1815,1766,1701,1573,1475,1205,979,1957,1957,1599,1550,1486,1330,1235,1020
2015/11/04,por,uta,108,92,lillada01,aminual01,mccolcj01,plumlma01,harklma01,crabbal01,davised01,leoname01,haywago01,burksal01,goberru01,burketr01,favorde01,hoodro01,inglejo01,netora01,2407,2159,2126,2072,1731,1266,1156,686,2270,1936,1807,1582,1476,1389,1262,926
2015/11/04,sas,was,99,102,aldrila01,leonaka01,parketo01,greenda02,duncati01,ginobma01,millspa02,diawbo01,porteot01,bealbr01,walljo01,gortama01,humphkr01,hilarne01,dudleja01,sessira01,2106,2090,1810,1755,1597,1312,1280,928,2250,2176,2120,1683,1360,1197,1032,973
2015/11/05,okc,chi,98,104,duranke01,ibakase01,westbru01,waitedi01,adamsst01,kanteen01,roberan03,augusdj01,butleji01,rosede01,gasolpa01,noahjo01,mcderdo01,gibsota01,mooreet01,mirotni01,2448,2404,2314,1637,1498,1331,889,819,2275,2249,1917,1557,1383,1327,1307,959
2015/11/05,cho,dal,108,94,batumni01,willima02,walkeke02,jeffeal01,lambje01,hairspj02,zelleco01,hawessp01,willide01,nowitdi01,matthwe02,pachuza01,feltora01,poweldw01,bareajo01,harride01,2044,1929,1787,1608,1445,1333,1123,1104,1699,1662,1583,1540,1428,1408,1249,1175
2015/11/05,uta,den,96,84,goberru01,haywago01,burksal01,booketr01,inglejo01,hoodro01,favorde01,netora01,gallida01,farieke01,mudiaem01,harriga01,hicksjj01,bartowi01,nelsoja01,jokicni01,2088,2036,1879,1708,1587,1367,908,756,2213,1806,1774,1661,1476,1216,1140,1064
2015/11/05,mia,min,96,84,winslju01,dragigo01,wadedw01,whiteha01,denglu01,boshch01,johnsty01,mcrobjo01,wiggian01,martike02,dienggo01,rubiori01,bjeline01,townska01,princta01,garneke01,2144,1953,1871,1782,1701,1685,1526,1030,1879,1596,1550,1430,1422,1330,778,676
2015/11/05,mem,por,96,115,randoza01,conlemi01,leeco01,gasolma01,barnema02,allento01,greenje02,wrighbr03,aminual01,lillada01,mccolcj01,leoname01,harklma01,davised01,plumlma01,crabbal01,1952,1870,1806,1659,1469,1413,1185,1059,1991,1955,1806,1648,1528,1360,1305,1284
2015/11/06,was,bos,98,118,bealbr01,walljo01,dudleja01,gortama01,porteot01,humphkr01,sessira01,nealga01,turneev01,crowdja01,olynyke01,thomais02,bradlav01,sullija01,jerebjo01,johnsam01,1836,1708,1628,1537,1431,1252,1172,996,1773,1694,1615,1545,1533,1299,1192,1088
2015/11/06,lal,brk,104,98,clarkjo01,randlju01,bryanko01,hibbero01,willilo02,russeda01,blackta01,artesro01,lopezbr01,johnsjo02,jackja01,youngth01,holliro01,bogdabo02,ellinwa01,robinth01,1967,1918,1862,1613,1479,1401,1060,1018,2320,2288,2255,2026,1522,1329,740,720
2015/11/06,phi,cle,102,108,stausni01,okafoja01,noelne01,grantje01,thompho01,mccontj01,canaais01,holmeri01,jamesle01,loveke01,willima01,jefferi01,dellama01,thomptr01,cunnija01,mozgoti01,2259,2224,2141,1629,1557,1474,1291,726,2180,2027,1832,1744,1554,1387,1213,1131
2015/11/06,den,gsw,104,119,bartowi01,gallida01,mudiaem01,harriga01,nelsoja01,farieke01,foyera01,jokicni01,curryst01,greendr01,barneha02,thompkl01,iguodan01,livinsh01,ezelife01,speigma01,2349,2069,1823,1755,1285,1283,1105,1020,2079,1983,1859,1813,1387,1114,1072,815
2015/11/06,mia,ind,87,90,boshch01,whiteha01,winslju01,dragigo01,wadedw01,denglu01,chalmma01,johnsty01,hillge01,georgpa01,ellismo01,mahinia01,hilljo01,allenla01,robingl02,budinch01,2110,1987,1852,1836,1782,1574,1132,1129,2398,2273,2187,1517,1424,1354,941,917
2015/11/06,atl,nop,121,115,millspa01,korveky01,bazemke01,teaguje01,horfoal01,splitti01,schrode01,holidju01,davisan02,gordoer01,smithis01,anderry01,babbilu01,holidjr01,cunnida01,ajincal01,2053,1981,1970,1913,1820,1225,1115,895,2483,2347,2047,1773,1757,1380,1352,524
2015/11/06,mil,nyk,99,92,middlkh01,antetgi01,vasqugr01,bayleje01,hensojo01,monrogr01,parkeja01,ennisty01,anthoca01,gallola01,porzikr01,vujacsa01,grantje02,lopezro01,willide02,caldejo01,2295,2139,1833,1669,1395,1363,1051,1047,2028,1912,1684,1594,1403,1334,1206,968
2015/11/06,tor,orl,87,92,derozde01,carrode01,lowryky01,josepco01,valanjo01,pattepa01,scolalu01,biyombi01,harrito02,oladivi01,dedmode01,fournev01,watsocj01,hezonma01,napiesh01,paytoel01,2483,2166,1904,1730,1382,1298,1264,962,2167,1888,1810,1666,1642,1292,999,908
2015/11/06,det,pho,100,92,morrima03,drumman01,caldwke01,jacksre01,tollian01,johnsst04,ilyaser01,blakest01,knighbr03,bledser01,chandty01,tuckepj01,morrima02,warretj01,leuerjo01,pricero01,2352,2169,2156,1819,1505,1348,1279,1061,2323,2224,2096,2025,1826,988,784,738
2015/11/06,hou,sac,116,110,thornma01,hardeja01,lawsoty01,arizatr01,capelca01,breweco01,hayesch01,terryja01,casspom01,collida01,gayru01,koufoko01,rondora01,belinma01,mclembe01,anderja01,2534,2511,2455,2240,1580,997,871,796,1963,1880,1539,1515,1464,1382,1358,1068
2015/11/07,was,atl,99,114,porteot01,bealbr01,walljo01,gortama01,humphkr01,hilarne01,dudleja01,nealga01,millspa01,bazemke01,horfoal01,teaguje01,korveky01,schrode01,sefolth01,muscami01,2363,2216,2176,1573,1505,1307,1214,1059,2040,1749,1721,1627,1547,1435,1224,1159
2015/11/07,min,chi,102,93,wiggian01,bjeline01,rubiori01,princta01,townska01,dienggo01,muhamsh01,garneke01,butleji01,gasolpa01,rosede01,snellto01,gibsota01,noahjo01,mcderdo01,mirotni01,2461,2413,2330,2314,1607,1365,1277,736,2468,2376,2287,1676,1482,1481,1258,1022
2015/11/07,nop,dal,98,107,gordoer01,davisan02,anderry01,smithis01,douglto01,babbilu01,cunnida01,ajincal01,willide01,nowitdi01,matthwe02,pachuza01,poweldw01,harride01,bareajo01,parsoch01,2471,2360,2112,1963,1658,1150,1131,986,1788,1774,1766,1657,1545,1431,1429,899
2015/11/07,hou,lac,109,105,lawsoty01,hardeja01,arizatr01,thornma01,howardw01,capelca01,breweco01,terryja01,griffbl01,redicjj01,jordade01,riverau01,piercpa01,stephla01,crawfja01,prigipa01,2451,2379,2367,2251,1742,1134,1048,778,2286,2096,2027,1877,1441,1315,1121,988
2015/11/07,brk,mil,86,94,youngth01,johnsjo02,jackja01,lopezbr01,bogdabo02,holliro01,larkish01,ellinwa01,antetgi01,monrogr01,middlkh01,bayleje01,vasqugr01,parkeja01,ennisty01,obryajo01,2362,2120,1783,1733,1456,1410,1097,940,2222,2108,2003,1890,1694,1451,982,966
