Date,Team0,Team1,Score0,Score1,T0P0,T0P1,T0P2,T0P3,T0P4,T0P5,T0P6,T0P7,T1P0,T1P1,T1P2,T1P3,T1P4,T1P5,T1P6,T1P7,T0M0,T0M1,T0M2,T0M3,T0M4,T0M5,T0M6,T0M7,T1M0,T1M1,T1M2,T1M3,T1M4,T1M5,T1M6,T1M7
2017/10/19,nyk,okc,84,105,porzikr01,leeco01,hardati02,mcderdo01,bakerro01,kanteen01,oquinky01,sessira01,georgpa01,anthoca01,westbru01,adamsst01,abrinal01,roberan03,grantje01,feltora01,2297,1887,1736,1429,1358,1337,1306,1238,2346,2021,1998,1776,1455,1258,1231,952
2017/10/19,chi,tor,100,117,holidju01,markkla01,lopezro01,grantje02,valende01,zipsepa01,feliccr01,feldeka01,derozde01,lowryky01,valanjo01,powelno01,ibakase01,wrighde01,milescj01,poeltja01,2093,2007,1904,1630,1531,1447,976,931,1923,1880,1830,1475,1454,1402,1201,1050
2017/10/20,orl,brk,121,126,fournev01,vucevni01,rosste01,augusdj01,isaacjo01,simmojo02,hezonma01,paytoel01,carrode01,leverca01,russeda01,holliro01,dinwisp01,crabbal01,booketr01,mozgoti01,2139,2113,1816,1389,1359,1306,935,870,1653,1638,1526,1497,1482,1372,1300,944
2017/10/20,atl,cho,91,109,schrode01,princta02,bazemke01,dedmode01,delanma01,belinma01,ilyaser01,muscami01,lambje01,walkeke02,kaminfr01,howardw01,grahatr01,bacondw01,monkma01,willima02,1899,1743,1564,1471,1372,1340,1275,1129,2297,2281,1985,1981,1449,1155,1116,948
2017/10/20,sac,dal,93,88,hillge01,randoza01,templga01,hieldbu01,caulewi01,foxde01,koufoko01,jacksju01,barneha02,matthwe02,ferreyo01,nowitdi01,bareajo01,noelne01,finnedo01,mejrisa01,1916,1819,1709,1648,1611,1579,1269,1032,2329,2012,1821,1753,1638,1629,1268,768
2017/10/20,por,ind,114,96,aminual01,lillada01,mccolcj01,turneev01,nurkiju01,connapa01,harklma01,davised01,oladivi01,collida01,youngth01,sabondo01,bogdabo02,josepco01,stephla01,leaftj01,2074,1979,1937,1906,1537,1325,1205,1199,1953,1885,1746,1737,1452,1194,1181,1166
2017/10/20,cle,mil,116,97,jamesle01,loveke01,wadedw01,crowdja01,thomptr01,rosede01,smithjr01,korveky01,antetgi01,middlkh01,brogdma01,snellto01,dellama01,monrogr01,makerth01,terryja01,2245,1610,1575,1498,1468,1373,1357,1155,2312,2119,2017,1897,1454,1088,1019,983
2017/10/20,uta,min,97,100,inglejo01,goberru01,rubiori01,favorde01,sefolth01,hoodro01,mitchdo01,johnsjo02,butleji01,wiggian01,teaguje01,townska01,gibsota01,crawfja01,dienggo01,jonesty01,2063,1978,1960,1724,1479,1425,1200,1156,2315,2079,1972,1949,1577,1151,931,908
2017/10/20,gsw,nop,128,120,duranke01,thompkl01,curryst01,greendr01,iguodan01,pachuza01,livinsh01,westda01,davisan02,holidjr01,couside01,cunnida01,clarkia01,mooreet01,crawfjo02,milleda01,2259,2193,2107,2074,1390,1238,845,771,2407,2077,1956,1657,1602,1590,1479,1209
2017/10/20,bos,phi,102,92,brownja02,horfoal01,irvinky01,tatumja01,roziete01,larkish01,baynear01,birdja01,simmobe01,redicjj01,bayleje01,embiijo01,covinro01,saricda01,fultzma01,luwawti01,2216,2185,2148,1965,1828,1166,820,818,2214,2153,1827,1682,1627,1421,1013,857
2017/10/20,lal,pho,132,130,balllo01,ingrabr01,breweco01,lopezbr01,kuzmaky01,nancela02,clarkjo01,randlju01,bookede01,warretj01,bledser01,chandty01,jacksjo02,jamesmi02,lenal01,bendedr01,2247,2203,2006,1936,1704,1312,1031,750,2384,2369,1783,1439,1392,1322,1271,1163
2017/10/20,det,was,111,115,harrito02,bradlav01,leuerjo01,jacksre01,drumman01,johnsst04,kennalu01,smithis01,porteot01,oubreke01,bealbr01,gortama01,walljo01,scottmi01,meeksjo01,fraziti01,2021,1978,1921,1908,1582,1422,1120,972,2270,2155,2092,2075,2014,1242,902,866
2017/10/21,sas,chi,87,77,aldrila01,anderky01,greenda02,murrade01,ginobma01,gayru01,millspa02,gasolpa01,markkla01,holidju01,grantje02,lopezro01,valende01,zipsepa01,feliccr01,nwabada01,1966,1918,1721,1584,1355,1351,1293,1184,2222,2186,1993,1773,1616,1533,1107,1083
2017/10/21,orl,cle,114,93,vucevni01,augusdj01,fournev01,hezonma01,rosste01,isaacjo01,macksh01,simmojo02,jamesle01,shumpim01,loveke01,thomptr01,greenje02,crowdja01,wadedw01,caldejo01,1692,1618,1600,1502,1333,1286,1262,1223,1872,1786,1626,1535,1249,1116,965,812
2017/10/21,sac,den,79,96,foxde01,caulewi01,labissk01,hillge01,hieldbu01,randoza01,jacksju01,masonfr01,jokicni01,harriga01,chandwi01,millspa01,bartowi01,mudiaem01,farieke01,murraja01,1731,1592,1501,1341,1336,1201,1176,1028,1832,1799,1779,1734,1704,1686,1354,1194
2017/10/21,dal,hou,91,107,ferreyo01,barneha02,matthwe02,clavegi01,bareajo01,poweldw01,nowitdi01,finnedo01,hardeja01,arizatr01,tuckepj01,mbahalu01,gordoer01,anderry01,capelca01,jacksde01,2487,1845,1845,1475,1293,1223,1076,950,1845,1840,1606,1580,1461,1384,1259,1035
2017/10/21,pho,lac,88,130,bookede01,jacksjo02,lenal01,jamesmi02,chandty01,bledser01,warretj01,bendedr01,riverau01,gallida01,jordade01,griffbl01,beverpa01,willilo02,johnswe01,teodomi01,1907,1739,1469,1464,1419,1416,1270,1125,1975,1794,1661,1651,1571,1453,853,631
2017/10/21,gsw,mem,101,111,duranke01,thompkl01,greendr01,curryst01,iguodan01,livinsh01,mccawpa01,pachuza01,gasolma01,brookdi01,conlemi01,martija01,ennisja01,evansty01,chalmma01,harrian01,2403,2291,2185,1805,1723,1085,743,732,2183,1925,1920,1710,1509,1378,1291,895
2017/10/21,ind,mia,108,112,oladivi01,collida01,youngth01,sabondo01,josepco01,bogdabo02,stephla01,leaftj01,richajo01,waitedi01,dragigo01,johnsja01,olynyke01,johnsty01,winslju01,mickejo01,2213,1913,1869,1822,1628,1251,1098,1011,2254,1956,1929,1784,1639,1577,1527,810
2017/10/21,por,mil,110,113,harklma01,mccolcj01,lillada01,turneev01,nurkiju01,aminual01,connapa01,davised01,antetgi01,snellto01,brogdma01,middlkh01,hensojo01,liggide01,makerth01,teletmi01,2270,2223,2067,1954,1918,1528,1111,962,2360,2069,1859,1797,1445,1104,1091,1011
2017/10/21,det,nyk,111,107,harrito02,drumman01,johnsst04,jacksre01,bradlav01,smithis01,tollian01,leuerjo01,porzikr01,hardati02,sessira01,leeco01,mcderdo01,oquinky01,kanteen01,beaslmi01,2304,2299,1723,1586,1333,1294,1193,1160,2087,2072,1962,1738,1670,1458,1422,1073
2017/10/21,phi,tor,94,128,simmobe01,bayleje01,redicjj01,fultzma01,saricda01,okafoja01,covinro01,johnsam01,wrighde01,lowryky01,derozde01,ibakase01,vanvlfr01,powelno01,milescj01,valanjo01,2003,1592,1583,1467,1428,1329,871,845,1874,1686,1602,1473,1046,1040,1013,900
2017/10/21,okc,uta,87,96,georgpa01,anthoca01,westbru01,adamsst01,abrinal01,feltora01,roberan03,grantje01,rubiori01,goberru01,sefolth01,inglejo01,favorde01,mitchdo01,johnsjo02,burksal01,2251,2195,2161,1967,1744,1087,814,777,2218,1950,1669,1612,1527,1316,1309,1178
2017/10/22,atl,brk,104,116,bazemke01,schrode01,belinma01,muscami01,princta02,ilyaser01,delanma01,dedmode01,leverca01,russeda01,booketr01,carrode01,crabbal01,holliro01,dinwisp01,mozgoti01,1903,1878,1853,1519,1360,1348,1324,1242,1803,1747,1688,1671,1538,1169,1133,1057
2017/10/22,nop,lal,119,112,davisan02,holidjr01,couside01,mooreet01,cunnida01,nelsoja01,clarkia01,milleda01,balllo01,caldwke01,kuzmaky01,clarkjo01,ingrabr01,randlju01,lopezbr01,nancela02,2340,2290,2133,1947,1586,1447,1412,783,2184,1855,1826,1532,1458,1445,1054,899
2017/10/22,min,okc,115,113,wiggian01,teaguje01,butleji01,townska01,gibsota01,crawfja01,dienggo01,bjeline01,georgpa01,anthoca01,westbru01,adamsst01,roberan03,grantje01,feltora01,abrinal01,2364,2352,2349,2135,1991,941,745,531,2247,2222,2191,2096,1325,1164,1095,860
2017/10/23,gsw,dal,133,103,duranke01,curryst01,greendr01,thompkl01,iguodan01,youngni01,livinsh01,pachuza01,ferreyo01,matthwe02,barneha02,smithde03,nowitdi01,bareajo01,poweldw01,noelne01,1996,1869,1778,1685,1467,1143,903,842,2090,2018,1863,1781,1734,1575,1153,696
2017/10/23,was,den,109,104,oubreke01,bealbr01,walljo01,porteot01,gortama01,mahinia01,scottmi01,meeksjo01,jokicni01,harriga01,chandwi01,millspa01,bartowi01,murraja01,mudiaem01,plumlma01,2258,2114,2102,1925,1724,1113,1064,952,2102,2016,1915,1814,1794,1749,1142,758
2017/10/23,phi,det,97,86,covinro01,redicjj01,simmobe01,bayleje01,embiijo01,saricda01,johnsam01,fultzma01,drumman01,bradlav01,harrito02,jacksre01,tollian01,johnsst04,smithis01,kennalu01,2072,2022,2016,1907,1691,1199,1112,983,2291,2279,1999,1859,1192,1052,1021,996
2017/10/23,mem,hou,98,90,gasolma01,ennisja01,conlemi01,chalmma01,evansty01,brookdi01,martija01,harrian01,arizatr01,hardeja01,gordoer01,anderry01,tuckepj01,mbahalu01,capelca01,hilarne01,2256,2233,1682,1543,1395,1272,1249,1194,2391,2108,1998,1870,1708,1683,1484,949
2017/10/23,atl,mia,93,104,princta02,delanma01,bazemke01,dedmode01,belinma01,babbilu01,muscami01,collijo01,richajo01,dragigo01,olynyke01,johnsty01,johnsja01,winslju01,waitedi01,mickejo01,2218,1984,1830,1774,1645,1405,1369,1106,2213,1955,1738,1610,1585,1560,1372,877
2017/10/23,cho,mil,94,103,walkeke02,howardw01,lambje01,kaminfr01,willima02,bacondw01,grahatr01,monkma01,antetgi01,snellto01,middlkh01,dellama01,teletmi01,liggide01,monrogr01,makerth01,2046,2046,2028,2021,1680,1463,1200,1082,2358,2244,2072,1953,1424,1263,1230,930
2017/10/23,sac,pho,115,117,foxde01,labissk01,caulewi01,hillge01,bogdabo01,jacksju01,hieldbu01,randoza01,chandty01,chrisma01,bookede01,jamesmi02,warretj01,jacksjo02,ulisty01,danietr01,1820,1706,1690,1529,1529,1046,1006,927,1832,1762,1730,1608,1448,1437,1272,1156
2017/10/23,tor,sas,97,101,derozde01,lowryky01,poeltja01,ibakase01,wrighde01,milescj01,powelno01,noguelu01,aldrila01,greenda02,anderky01,murrade01,gasolpa01,gayru01,ginobma01,millspa02,2164,2094,1545,1529,1529,1487,1342,1151,2177,2034,1693,1685,1320,1315,1275,1238
2017/10/24,nyk,bos,89,110,leeco01,porzikr01,kanteen01,hardati02,sessira01,jackja01,mcderdo01,beaslmi01,brownja02,tatumja01,roziete01,irvinky01,horfoal01,baynear01,theisda01,larkish01,2106,1901,1786,1676,1539,1057,1002,810,1927,1868,1851,1772,1743,1336,1244,1178
2017/10/24,chi,cle,112,119,holidju01,zipsepa01,grantje02,markkla01,lopezro01,valende01,feliccr01,feldeka01,jamesle01,smithjr01,crowdja01,loveke01,thomptr01,greenje02,korveky01,wadedw01,2191,2021,1948,1917,1807,1018,971,932,2235,1938,1854,1762,1439,1433,1357,1120
2017/10/24,uta,lac,84,102,goberru01,rubiori01,mitchdo01,sefolth01,favorde01,johnsjo02,inglejo01,netora01,beverpa01,gallida01,jordade01,griffbl01,riverau01,willilo02,johnswe01,reedwi02,1877,1877,1795,1562,1454,1326,1091,1003,2548,2324,2214,2203,2079,1133,982,666
2017/10/24,ind,min,130,107,collida01,youngth01,bogdabo02,josepco01,oladivi01,sabondo01,leaftj01,jeffeal01,muhamsh01,wiggian01,townska01,crawfja01,bjeline01,teaguje01,gibsota01,jonesty01,2019,1877,1860,1735,1703,1522,1157,1072,1862,1849,1843,1770,1555,1543,1325,1058
2017/10/24,brk,orl,121,125,russeda01,leverca01,carrode01,crabbal01,holliro01,booketr01,dinwisp01,mozgoti01,gordoaa01,fournev01,vucevni01,augusdj01,rosste01,simmojo02,macksh01,biyombi01,1794,1757,1603,1536,1477,1425,1086,1003,2198,2170,1911,1738,1663,1504,1006,969
2017/10/24,nop,por,93,103,couside01,holidjr01,nelsoja01,cunnida01,mooreet01,clarkia01,milleda01,davisan02,mccolcj01,lillada01,turneev01,aminual01,harklma01,connapa01,davised01,nurkiju01,2337,2100,1834,1674,1670,1611,1204,301,2169,2119,1772,1530,1386,1380,1288,1207
2017/10/25,cle,brk,107,112,jamesle01,loveke01,korveky01,smithjr01,greenje02,thomptr01,crowdja01,shumpim01,holliro01,carrode01,dinwisp01,leverca01,crabbal01,booketr01,harrijo01,mozgoti01,2482,1955,1844,1672,1632,1356,1259,1072,2075,1918,1905,1795,1460,1172,1082,747
2017/10/25,den,cho,93,110,murraja01,chandwi01,harriga01,jokicni01,bartowi01,millspa01,plumlma01,beaslma01,walkeke02,lambje01,kaminfr01,howardw01,bacondw01,monkma01,willima02,kiddgmi01,1985,1853,1831,1819,1717,1708,1243,922,1941,1758,1679,1606,1505,1502,1278,637
2017/10/25,mem,dal,94,103,gasolma01,conlemi01,ennisja01,brookdi01,chalmma01,evansty01,martija01,harrian01,matthwe02,barneha02,ferreyo01,smithde03,poweldw01,nowitdi01,noelne01,bareajo01,2231,2119,2030,1666,1520,1508,1371,1306,2473,2282,1757,1701,1477,1476,1212,1144
2017/10/25,min,det,101,122,townska01,wiggian01,muhamsh01,teaguje01,gibsota01,crawfja01,bjeline01,jonesty01,harrito02,johnsst04,bradlav01,drumman01,jacksre01,smithis01,ellenhe01,leuerjo01,2169,2143,1725,1720,1461,1460,1419,1038,2343,2148,1820,1672,1478,1311,1269,1117
2017/10/25,tor,gsw,112,117,lowryky01,derozde01,wrighde01,ibakase01,poeltja01,siakapa01,milescj01,powelno01,thompkl01,duranke01,curryst01,greendr01,iguodan01,livinsh01,pachuza01,westda01,2296,2278,1762,1666,1600,1287,1117,977,2306,2283,2251,2202,1817,952,866,575
2017/10/25,was,lal,99,102,bealbr01,walljo01,oubreke01,gortama01,porteot01,scottmi01,meeksjo01,fraziti01,caldwke01,balllo01,ingrabr01,kuzmaky01,nancela02,lopezbr01,randlju01,clarkjo01,2611,2432,2331,2235,2136,1528,957,748,2494,2378,2340,2027,1447,1364,1169,1036
2017/10/25,sas,mia,117,100,aldrila01,greenda02,anderky01,gayru01,millspa02,murrade01,ginobma01,gasolpa01,waitedi01,dragigo01,johnsja01,johnsty01,richajo01,winslju01,adebaba01,olynyke01,2289,2080,1636,1589,1555,1459,1308,1140,2378,2243,2161,1996,1980,1344,1175,727
2017/10/25,ind,okc,96,114,collida01,oladivi01,youngth01,bogdabo02,josepco01,leaftj01,sabondo01,jeffeal01,westbru01,anthoca01,adamsst01,huestjo01,grantje01,roberan03,georgpa01,feltora01,2269,2150,2009,1731,1271,1162,1124,1091,2109,1979,1851,1540,1517,1240,1146,1130
2017/10/25,hou,phi,105,104,hardeja01,gordoer01,mbahalu01,anderry01,tuckepj01,capelca01,blackta01,jacksde01,covinro01,redicjj01,simmobe01,bayleje01,mccontj01,embiijo01,anderju01,saricda01,2486,2394,2160,2103,1932,1890,746,452,2181,2046,2044,1830,1695,1498,1120,1016
2017/10/25,uta,pho,88,97,goberru01,hoodro01,rubiori01,favorde01,inglejo01,sefolth01,johnsjo02,netora01,bookede01,lenal01,warretj01,ulisty01,chrisma01,jamesmi02,chandty01,bendedr01,2173,2114,2050,1847,1812,1068,1033,830,1976,1776,1661,1556,1392,1324,1313,1271
2017/10/26,atl,chi,86,91,delanma01,bazemke01,muscami01,belinma01,princta02,collijo01,dedmode01,taylois01,holidju01,lopezro01,grantje02,valende01,markkla01,nwabada01,pondequ01,feldeka01,2122,1950,1884,1844,1703,1492,1389,950,2220,2171,2160,2140,1840,1400,1040,720
2017/10/26,dal,mem,91,96,barneha02,matthwe02,smithde03,nowitdi01,bareajo01,ferreyo01,noelne01,poweldw01,gasolma01,martija01,conlemi01,ennisja01,brookdi01,evansty01,harrian01,chalmma01,2245,2113,1979,1697,1478,1302,1169,935,2034,1911,1852,1640,1498,1340,1209,1203
2017/10/26,bos,mil,96,89,irvinky01,brownja02,horfoal01,tatumja01,smartma01,baynear01,roziete01,theisda01,antetgi01,brogdma01,middlkh01,snellto01,dellama01,monrogr01,teletmi01,makerth01,2075,2057,2055,1669,1612,1420,1255,1126,2495,2143,2109,1521,1284,1033,1011,845
2017/10/26,lac,por,104,103,griffbl01,gallida01,jordade01,riverau01,beverpa01,willilo02,johnswe01,thornsi01,mccolcj01,lillada01,harklma01,aminual01,nurkiju01,davised01,turneev01,connapa01,2422,2304,2298,2072,2055,1112,885,512,2331,2300,2142,1970,1630,1309,1307,635
2017/10/26,nop,sac,114,106,couside01,holidjr01,mooreet01,nelsoja01,cunnida01,clarkia01,allento01,milleda01,hillge01,caulewi01,randoza01,bogdabo01,foxde01,templga01,hieldbu01,jacksju01,2626,2436,2292,2131,2068,1225,729,348,1817,1782,1741,1527,1500,1469,1172,932
2017/10/27,den,atl,105,100,harriga01,jokicni01,millspa01,bartowi01,mudiaem01,chandwi01,murraja01,plumlma01,princta02,schrode01,dedmode01,ilyaser01,belinma01,bazemke01,muscami01,delanma01,2056,2056,1817,1747,1680,1362,1206,1147,1962,1950,1853,1786,1701,1585,1243,1128
2017/10/27,hou,cho,109,93,mbahalu01,gordoer01,tuckepj01,hardeja01,anderry01,brownbo02,capelca01,blackta01,walkeke02,howardw01,lambje01,kaminfr01,bacondw01,monkma01,willima02,kiddgmi01,2446,2330,2229,2216,2081,1569,992,537,2317,1914,1798,1772,1747,1663,1538,833
2017/10/27,was,gsw,117,120,oubreke01,walljo01,porteot01,gortama01,meeksjo01,scottmi01,bealbr01,mahinia01,duranke01,curryst01,thompkl01,iguodan01,greendr01,mccawpa01,westda01,pachuza01,2315,2263,2013,1954,1641,1443,921,759,2325,2172,1871,1865,996,950,927,787
2017/10/27,tor,lal,101,92,derozde01,lowryky01,ibakase01,milescj01,siakapa01,powelno01,poeltja01,anunoog01,kuzmaky01,balllo01,caldwke01,lopezbr01,randlju01,ingrabr01,breweco01,nancela02,2223,2179,2026,1512,1498,1230,1126,1110,1920,1890,1674,1428,1421,1407,1331,991
2017/10/27,okc,min,116,119,georgpa01,westbru01,anthoca01,adamsst01,grantje01,pattepa01,huestjo01,roberan03,butleji01,teaguje01,wiggian01,gibsota01,townska01,crawfja01,dienggo01,muhamsh01,2301,2206,2197,1900,1658,1125,926,595,2290,2228,2188,2186,2163,805,717,692
2017/10/27,brk,nyk,86,107,harrijo01,leverca01,carrode01,dinwisp01,crabbal01,russeda01,holliro01,mozgoti01,hardati02,leeco01,porzikr01,jackja01,ntilila01,mcderdo01,oquinky01,kanteen01,1629,1559,1389,1325,1222,1056,1048,835,2204,1790,1763,1530,1350,1239,1091,983
2017/10/27,sas,orl,87,114,aldrila01,gasolpa01,gayru01,anderky01,paulbr01,millspa02,murrade01,greenda02,fournev01,gordoaa01,augusdj01,rosste01,macksh01,simmojo02,vucevni01,isaacjo01,1770,1532,1433,1312,1286,1237,1215,1097,1610,1556,1468,1450,1379,1377,1376,1165
2017/10/28,okc,chi,101,69,georgpa01,westbru01,adamsst01,anthoca01,grantje01,feltora01,roberan03,abrinal01,holidju01,valende01,markkla01,lopezro01,feliccr01,dunnkr01,grantje02,zipsepa01,1723,1705,1691,1661,1380,1224,1222,1089,1899,1855,1674,1522,1358,1332,1260,1025
2017/10/28,phi,dal,112,110,covinro01,simmobe01,bayleje01,mccontj01,saricda01,embiijo01,johnsam01,anderju01,barneha02,matthwe02,ferreyo01,smithde03,nowitdi01,bareajo01,noelne01,poweldw01,2074,2018,1946,1882,1785,1761,1112,852,2259,2005,1934,1846,1670,1414,1196,1083
2017/10/28,det,lac,95,87,drumman01,jacksre01,johnsst04,bradlav01,tollian01,harrito02,gallola01,smithis01,griffbl01,gallida01,beverpa01,jordade01,riverau01,willilo02,johnswe01,reedwi02,2036,1937,1872,1823,1534,1176,1057,943,2329,2293,2200,2118,2008,1298,751,696
2017/10/28,hou,mem,89,103,anderry01,arizatr01,mbahalu01,hardeja01,tuckepj01,brownbo02,capelca01,hilarne01,gasolma01,ennisja01,brookdi01,conlemi01,chalmma01,evansty01,martija01,harrian01,2236,2150,2022,2017,1679,1308,1298,894,1904,1890,1735,1567,1514,1463,1300,863
2017/10/28,bos,mia,96,90,horfoal01,irvinky01,brownja02,tatumja01,smartma01,roziete01,baynear01,theisda01,dragigo01,richajo01,johnsja01,adebaba01,waitedi01,olynyke01,winslju01,johnsty01,2041,2013,1908,1888,1612,1515,1469,906,2184,2150,1958,1459,1447,1421,1389,1368
2017/10/28,cle,nop,101,123,jamesle01,loveke01,wadedw01,smithjr01,korveky01,thomptr01,crowdja01,shumpim01,holidjr01,davisan02,mooreet01,couside01,cunnida01,clarkia01,nelsoja01,smithjo03,1846,1647,1400,1359,1352,1342,1251,1249,2212,2183,1992,1949,1887,1286,1131,416
2017/10/28,pho,por,107,114,bookede01,bendedr01,jamesmi02,warretj01,chandty01,jacksjo02,lenal01,chrisma01,harklma01,lillada01,mccolcj01,aminual01,nurkiju01,connapa01,turneev01,davised01,2060,1683,1590,1579,1476,1358,1348,1197,2148,2140,2066,1754,1678,1596,1410,1156
2017/10/28,lal,uta,81,96,balllo01,ingrabr01,nancela02,caldwke01,kuzmaky01,clarkjo01,randlju01,lopezbr01,goberru01,rubiori01,inglejo01,favorde01,hoodro01,mitchdo01,johnsjo02,sefolth01,2147,2031,1903,1686,1336,1206,1121,1056,2127,1955,1918,1773,1724,1646,1107,844
2017/10/29,mil,atl,117,106,antetgi01,middlkh01,snellto01,brogdma01,hensojo01,vaughra01,makerth01,dellama01,princta02,schrode01,bazemke01,muscami01,belinma01,collijo01,dedmode01,taylois01,2299,2273,1917,1830,1667,1235,1212,1146,2275,2126,1927,1732,1513,1470,1045,977
2017/10/29,den,brk,124,111,millspa01,harriga01,chandwi01,murraja01,jokicni01,plumlma01,bartowi01,mudiaem01,holliro01,dinwisp01,crabbal01,leverca01,russeda01,harrijo01,mozgoti01,booketr01,2202,2034,2015,1884,1769,1359,1310,1142,1785,1770,1640,1468,1452,1369,1245,1173
2017/10/29,orl,cho,113,120,fournev01,gordoaa01,rosste01,vucevni01,simmojo02,augusdj01,macksh01,biyombi01,walkeke02,howardw01,lambje01,willima02,bacondw01,kiddgmi01,grahatr01,zelleco01,2272,2169,2025,1963,1940,1397,1006,917,2131,1868,1847,1832,1629,1356,1291,1113
2017/10/29,nyk,cle,114,95,hardati02,leeco01,porzikr01,jackja01,kanteen01,ntilila01,thomala01,mcderdo01,jamesle01,loveke01,rosede01,smithjr01,wadedw01,korveky01,crowdja01,thomptr01,2489,2304,2148,2011,1960,973,970,817,2368,2073,1860,1721,1437,1420,1204,1161
