Name,mp,pp36,ap36,rp36,2pmp36,2pap36,3pmp36,3pap36
adrieje01,196.0,10.5,1.8,10.7,4.2,9.9,0.0,0.0
afflaar01,2324.0,13.4,2.6,3.9,3.2,5.9,1.6,3.8
ajincal01,680.0,15.123529411764705,1.088970588235294,8.288970588235294,5.000735294117647,10.509558823529412,1.2720588235294117,3.616911764705882
alabiso01,59.0,3.7,1.2,8.5,1.8,9.2,0.0,0.0
aldrico01,142.0,4.6,1.0,8.9,2.0,3.8,0.0,0.0
aldrila01,3211.0,19.8,1.9,7.9,7.9,15.6,0.0,0.3
allenma01,178.0,4.7,0.8,6.5,2.2,6.3,0.0,0.0
allenra02,2890.0,16.5,2.7,3.4,3.9,7.5,2.1,4.7
allento01,1494.0,15.5,2.5,4.7,6.0,11.3,0.1,0.6
aminual01,1452.0,11.3,1.5,6.6,2.9,6.5,1.1,3.5
amundlo01,691.0,10.4,0.9,9.6,4.3,9.5,0.0,0.0
anderch01,732.0,12.3,1.0,10.8,4.0,6.7,0.0,0.0
anderda03,746.0,12.910857908847184,1.290750670241287,8.120107238605897,4.610321715817695,9.469034852546917,0.779892761394102,2.210321715817694
anderja01,286.0,11.8,2.3,2.9,1.6,4.4,2.3,5.8
anderry01,1424.0,17.2,1.3,9.0,2.3,4.7,3.4,8.6
anthoca01,5502.0,25.77430025445293,2.8855143584151217,7.40467102871683,7.690185387131951,16.39485641584878,1.2453289712831699,3.305143584151218
anthojo01,1463.0,3.8,0.6,6.5,1.3,2.4,0.0,0.0
arenagi01,3592.0,15.120155902004454,5.501057906458797,3.7989420935412026,3.422327394209354,8.193596881959909,1.9212694877505567,6.572327394209354
arizatr01,2600.0,11.4,2.2,5.6,3.1,6.8,1.1,3.8
armsthi01,976.0,6.781147540983607,1.0278688524590163,9.702049180327867,2.584426229508197,5.292213114754098,0.13114754098360656,0.3155737704918033
arroyca01,2370.0,9.401476793248944,3.788185654008439,3.1202531645569622,2.6877637130801686,6.201898734177215,0.9179324894514768,2.087763713080169
arthuda01,1609.0,16.3,1.2,7.7,6.9,13.8,0.0,0.1
asikom01,989.0,8.3,1.2,11.1,2.8,5.1,0.0,0.0
augusdj01,2757.0,15.4,6.5,2.9,3.8,8.2,1.4,4.3
babbilu01,137.0,9.5,1.6,7.9,3.2,10.2,0.8,4.2
balkmre01,124.0,9.28225806451613,1.167741935483871,4.091935483870968,2.904838709677419,6.4064516129032265,0.5903225806451612,1.1806451612903224
barbole01,1395.0,19.8,3.1,2.6,5.7,11.4,1.9,5.5
bareajo01,1669.0,16.6,6.8,3.4,4.7,9.9,1.4,4.1
bargnan01,2353.0,21.6,1.8,5.2,6.9,14.5,1.2,3.4
barnema02,1020.0,12.6,2.5,8.0,3.4,6.1,1.2,3.8
barroea01,610.0,9.310491803278689,1.3027868852459015,8.990819672131147,3.7991803278688523,11.68672131147541,0.0,0.0
bassbr01,1980.0,15.5,1.0,7.7,6.0,11.7,0.0,0.0
battito01,377.0,9.5,1.1,9.5,4.1,8.9,0.2,0.3
battish01,4750.0,9.483389473684213,2.794463157894737,5.685178947368421,1.9,3.673452631578947,1.5061894736842107,4.038926315789474
batumni01,2522.0,14.1,1.8,5.2,3.6,6.6,1.7,4.9
bayleje01,2992.0,15.700802139037433,6.419919786096258,3.9800802139037432,4.065140374331551,8.92510026737968,1.175100267379679,3.495020053475936
beaslmi01,2361.0,21.4,2.4,6.2,7.6,16.5,0.9,2.5
beaubro01,496.0,17.1,4.6,3.8,5.0,10.2,1.8,6.0
belinma01,1957.0,15.4,1.7,2.8,3.1,6.8,2.5,6.0
bellch01,171.0,6.7,2.7,3.8,1.3,4.6,1.3,4.4
bellra01,2097.0,9.3,2.0,3.0,2.1,4.7,1.2,3.3
bibbymi01,4570.0,10.815864332603939,4.170919037199124,3.091072210065646,1.494945295404814,3.6101969365426694,2.3975054704595187,5.4840919037199125
biedran01,1397.0,7.6,1.5,11.0,3.7,6.9,0.0,0.0
billuch01,4620.0,18.829956709956708,6.007489177489178,2.964978354978355,2.986233766233766,6.70060606060606,2.2856277056277055,5.67995670995671
blairde01,1734.0,14.0,1.6,11.7,6.1,12.1,0.0,0.0
blakest01,1581.0,7.3,3.9,3.6,0.8,2.6,1.7,4.4
blatcan01,2172.0,17.8,2.4,8.7,7.0,15.6,0.1,0.3
bledser01,1841.0,10.6,5.7,4.4,3.4,7.2,0.6,2.3
boganke01,1461.0,8.8,2.5,3.6,0.8,1.7,2.2,5.8
bogutan01,2297.0,13.0,2.1,11.3,5.8,11.6,0.0,0.1
bonnema01,1432.0,12.1,1.5,6.0,1.7,3.5,2.6,5.8
booketr01,1063.0,11.7,1.2,8.5,4.7,8.5,0.0,0.0
boozeca01,1882.0,19.8,2.8,10.8,8.2,16.2,0.0,0.0
boshch01,2795.0,18.5,1.9,8.3,6.7,13.3,0.1,0.3
boykiea01,862.0,17.0,5.9,2.3,5.4,11.7,1.1,3.0
bradlav01,162.0,11.6,2.7,3.8,5.1,13.8,0.0,1.1
brandel01,2809.0,15.6,1.5,8.7,6.4,12.6,0.0,0.0
breweco01,3020.0,13.196026490066227,2.094105960264901,4.178410596026491,3.9137086092715223,8.964701986754967,0.7147019867549669,2.679403973509934
brewero02,1781.0,10.2,2.8,5.3,4.0,8.1,0.1,0.5
brockjo01,677.0,7.2,1.0,9.8,2.6,5.0,0.0,0.0
brookaa01,2568.0,17.79735202492212,6.505218068535826,2.2131619937694706,4.202609034267913,9.823676012461059,1.9763239875389411,6.607943925233645
brownde04,1152.0,11.56388888888889,2.061805555555556,6.192361111111111,4.296527777777778,7.581944444444444,0.28402777777777777,0.5916666666666666
brownkw01,1714.0,11.0,0.9,9.5,4.1,7.9,0.0,0.0
brownsh01,1568.0,16.3,2.2,3.6,4.6,9.9,1.7,4.9
bryanko01,2779.0,26.9,5.0,5.4,8.1,16.6,1.5,4.6
budinch01,1738.0,15.8,2.6,5.8,3.9,7.9,1.8,5.7
butleca01,867.0,18.1,1.9,4.9,5.9,13.0,1.2,2.7
butlera01,1540.0,10.405974025974025,1.278051948051948,3.6111688311688313,1.5219480519480522,4.713506493506493,2.159090909090909,6.359090909090909
bynuman01,1500.0,14.7,1.8,12.2,5.7,9.9,0.0,0.0
bynumwi01,1125.0,15.4,6.2,2.4,5.3,11.4,0.5,1.6
caldejo01,2102.0,11.5,10.4,3.5,3.5,7.5,1.0,2.7
cambyma01,1540.0,6.5,2.8,14.2,2.7,6.8,0.0,0.0
