Name,mp,pp36,ap36,rp36,2pmp36,2pap36,3pmp36,3pap36
abrinal01,1134.0,11.2,0.9,3.6,1.0,2.2,2.7,7.0
acyqu01,1359.0,10.9,1.5,6.8,0.7,1.9,2.7,7.7
adamsst01,2487.0,15.3,1.3,9.9,6.5,10.3,0.0,0.0
adebaba01,1368.0,12.6,2.7,10.0,4.6,8.8,0.0,0.2
afflaar01,682.0,9.4,1.6,3.5,2.0,4.9,1.4,3.7
aldrila01,2509.0,24.9,2.2,9.1,9.5,18.0,0.4,1.3
allenja01,1441.0,14.7,1.2,9.7,5.7,9.5,0.1,0.4
allenka01,107.0,6.4,4.0,3.7,2.0,3.7,0.0,3.7
allento01,273.0,13.6,1.2,6.2,5.3,10.4,0.5,1.6
aminual01,2072.0,11.2,1.5,9.1,1.8,4.2,2.2,5.9
anderju01,519.0,16.4,1.7,6.5,3.7,6.9,2.4,7.1
anderky01,1978.0,10.6,3.7,7.2,3.9,6.9,0.3,1.0
anderry01,1725.0,12.9,1.3,6.9,1.6,2.9,2.7,7.1
antetgi01,2756.0,26.3,4.7,9.8,9.1,16.5,0.6,1.8
anthoca01,2501.0,18.2,1.5,6.5,4.4,10.0,2.4,6.8
anunoog01,1481.0,10.6,1.3,4.5,2.2,3.6,1.8,4.8
arcidry01,304.0,5.7,4.1,3.0,0.9,1.2,1.1,3.7
arizatr01,2269.0,12.4,1.7,4.7,1.6,3.0,2.7,7.3
arthuda01,141.0,13.8,2.3,3.8,3.6,6.1,2.0,5.9
artisja01,279.0,9.9,2.3,4.9,3.0,6.5,1.0,3.7
asikom01,364.0,4.3972527472527485,0.6000000000000001,9.295329670329672,1.7991758241758244,4.382142857142856,0.0,0.0
augusdj01,1760.0,15.7,5.9,3.3,2.7,5.5,2.3,5.6
babbilu01,1430.0,13.031468531468532,1.5594405594405594,4.808041958041958,1.5972027972027971,2.9856643356643358,3.0094405594405593,7.875874125874126
bacondw01,713.0,8.8,1.9,6.3,3.1,7.5,0.6,2.2
bakerro01,385.0,6.6,4.4,2.8,0.8,2.4,1.0,3.1
baldwwa01,80.0,17.1,2.3,3.6,4.5,7.2,1.8,2.3
balllo01,1780.0,10.7,7.6,7.3,2.3,5.4,1.8,6.0
bareajo01,1603.0,18.0,9.7,4.5,4.2,8.5,2.6,7.0
barneha02,2634.0,19.8,2.1,6.4,5.7,12.0,1.6,4.6
bartowi01,2683.0,17.0,4.4,5.5,4.1,8.1,2.1,5.7
batumni01,1981.0,13.4,6.3,5.6,3.2,6.8,1.7,5.0
bayleje01,925.0,11.9,2.1,3.1,2.1,4.5,2.1,5.7
baynear01,1485.0,11.7,2.3,10.5,5.0,10.3,0.1,0.5
bazemke01,1789.0,16.8,4.6,5.0,3.5,8.1,2.2,5.5
bealbr01,2977.0,22.5,4.5,4.4,5.9,11.5,2.4,6.4
beaslma01,583.0,12.1,1.9,4.4,2.8,5.9,1.7,5.1
beaslmi01,1653.0,21.3,2.7,9.0,8.2,15.7,0.7,1.9
belinma01,3894.0,17.989265536723163,2.729661016949153,2.8053672316384177,3.501412429378531,6.817514124293785,2.768926553672316,7.281073446327683
belljo01,809.0,11.7,4.5,9.2,5.2,8.1,0.0,0.2
bembrde01,455.0,10.8,3.9,5.7,3.3,7.8,0.9,2.4
bendedr01,2069.0,9.2,2.3,6.3,1.2,2.8,2.1,5.6
bertada01,1086.0,15.1,2.5,5.1,2.2,3.8,3.1,8.4
beverpa01,334.0,14.4,3.4,4.9,2.6,6.4,2.6,6.5
birchkh01,578.0,11.1,2.1,11.2,4.2,7.8,0.0,0.0
birdja01,115.0,12.2,2.5,5.9,3.8,5.9,0.9,2.2
biyombi01,1495.0,11.3,1.6,11.3,4.4,8.5,0.0,0.0
bjeline01,1371.0,11.9,2.3,7.2,2.5,4.9,2.0,4.8
blackta01,536.0,12.1,0.9,10.9,5.0,7.8,0.1,0.7
blakean01,314.0,17.3,2.3,3.8,4.4,10.4,1.7,6.0
