Name,mp,pp36,ap36,rp36,2pmp36,2pap36,3pmp36,3pap36
acyqu01,1694.0,7.301239669421487,1.1968122786304605,9.189197166469894,2.6391971664698946,5.396399055489964,0.18961038961038965,0.6400236127508855
adamsst01,1197.0,8.0,1.3,10.0,2.8,5.6,0.0,0.0
adrieje01,1922.0,13.587721123829343,1.420083246618106,11.473152965660772,5.387096774193548,10.297554630593133,0.0,0.0
afflaar01,2552.0,18.8,3.5,3.7,4.7,10.0,1.8,4.2
ajincal01,951.0,12.4,1.5,10.5,5.1,9.4,0.0,0.0
aldrico01,330.0,10.0,1.5,14.1,3.6,6.7,0.0,0.0
aldrila01,2498.0,23.1,2.6,11.0,9.4,20.3,0.0,0.2
allenla01,2144.0,10.206716417910448,2.3738805970149253,10.426119402985076,4.412686567164179,9.623134328358207,0.09477611940298507,0.42388059701492536
allenra02,1936.0,13.0,2.7,3.8,2.3,4.4,2.2,5.7
allento01,1278.0,13.9,2.6,5.9,5.4,10.3,0.3,1.3
aminual01,2045.0,10.1,2.0,8.7,3.9,7.9,0.2,0.8
amundlo01,370.0,7.380000000000001,1.1967567567567567,10.72081081081081,3.0916216216216217,6.232972972972973,0.0,0.0
anderch01,1396.0,12.3,0.5,9.8,4.5,6.8,0.1,0.3
anderal01,1773.0,11.5,1.6,3.6,2.2,4.8,1.7,5.0
anderja01,2309.0,12.6,2.3,4.7,3.0,5.7,1.8,5.5
anderry01,795.0,19.7,0.8,6.4,4.0,8.6,3.0,7.4
antetgi01,1897.0,10.0,2.8,6.4,2.5,5.7,0.8,2.2
anthoca01,2982.0,25.5,2.9,7.5,7.0,14.8,2.0,5.0
anthojo01,372.0,5.399731182795699,0.4002688172043011,7.380376344086022,2.3002688172043007,6.200268817204301,0.0,0.0
anticpe01,925.0,13.7,2.3,8.1,2.6,4.8,2.2,6.7
arizatr01,2723.0,14.6,2.5,6.3,2.8,5.4,2.4,5.8
armsthi01,97.0,9.3,1.9,17.4,3.3,7.1,0.0,0.0
arthuda01,1161.0,12.4,1.9,6.5,4.3,10.7,0.7,2.0
asikom01,968.0,10.4,0.9,14.1,3.8,7.1,0.0,0.0
augusdj01,3878.0,17.27238267148015,5.818282619907168,2.3873130479628673,3.089427539969056,7.168282619907168,2.5034811758638473,6.170397111913358
ayongu01,429.0,9.4,2.3,10.5,4.4,8.6,0.0,0.0
pendeje02,952.0,9.1,2.3,9.8,3.8,6.6,0.0,0.0
babbch01,132.0,6.0,0.8,4.6,0.5,0.8,1.6,7.4
babbilu01,473.0,12.9,2.2,6.7,1.8,4.5,2.7,7.2
barbole01,368.0,14.7,3.1,3.6,4.8,10.4,0.7,2.4
bareajo01,1471.0,16.2,7.4,3.8,4.4,10.4,1.8,5.7
bargnan01,1257.0,16.0,1.3,6.4,5.5,11.3,0.9,3.1
barneha02,2204.0,12.1,1.9,5.1,3.3,8.0,1.1,3.1
barnema02,1735.0,13.0,2.6,6.1,2.8,5.1,2.0,5.9
bartowi01,387.0,15.4,3.1,6.9,5.1,11.4,0.9,3.1
bassbr01,2266.0,14.5,1.4,7.5,5.6,11.4,0.0,0.1
battish01,1468.0,7.3,1.5,3.4,0.8,1.6,1.8,5.1
batumni01,2956.0,13.0,5.1,7.4,2.9,5.1,1.8,4.9
bayleje01,3372.0,14.21506524317912,4.115065243179123,3.107829181494662,3.6807236061684465,8.630723606168445,1.6228944246737842,4.519276393831554
baynear01,491.0,11.8,2.5,10.6,5.2,12.0,0.0,0.0
bazemke01,1822.0,15.914599341383097,3.608781558726674,4.611800219538967,4.117618002195389,8.502908891328211,1.6764544456641053,5.079418221734358
bealbr01,2530.0,17.8,3.5,3.9,4.9,11.5,2.0,4.9
beaslmi01,831.0,18.9,1.8,7.5,6.8,13.0,0.9,2.3
belinma01,2016.0,16.3,3.2,4.0,3.8,7.2,2.3,5.2
bennean01,663.0,11.8,0.9,8.4,3.6,9.3,0.7,2.9
beverpa01,1751.0,11.8,3.1,4.0,2.2,4.6,1.9,5.2
billuch01,309.0,8.4,4.9,3.3,1.2,3.6,1.6,5.6
biyombi01,1072.0,7.5,0.3,12.3,3.0,4.8,0.0,0.0
blairde01,1214.0,14.7,2.1,10.9,6.2,11.6,0.0,0.1
blakest01,2996.0,9.071929238985314,7.384012016021362,3.8176568758344462,1.318958611481976,3.4055740987983976,1.89869826435247,5.028437917222964
blatcan01,1618.0,18.3,2.5,8.7,6.8,13.8,0.3,1.2
bledser01,1416.0,19.4,6.0,5.1,5.5,10.6,1.3,3.6
boganke01,55.0,7.9,2.0,2.0,0.0,0.0,2.0,3.9
bogutan01,1769.0,10.0,2.3,13.7,4.8,7.6,0.0,0.0
bonnema01,690.0,10.3,1.6,6.8,1.6,3.4,2.2,5.1
booketr01,1553.0,11.4,1.5,8.8,5.1,9.3,0.0,0.0
boozeca01,2141.0,17.5,2.0,10.6,7.5,16.4,0.0,0.0
boshch01,2531.0,18.2,1.2,7.4,5.9,10.5,1.1,3.1
bradlav01,1855.0,17.3,1.6,4.4,5.5,12.1,1.5,3.9
brandel01,1414.0,10.7,1.9,9.2,4.6,8.4,0.0,0.1
breweco01,2609.0,13.8,1.9,2.9,4.5,8.2,0.8,2.9
brewero02,320.0,1.59,2.285625,3.18,0.496875,1.59,0.19875,1.7887500000000003
brookaa01,3114.0,14.89598587026333,5.394155427103405,3.204014129736673,3.1740847784200388,7.69014129736673,2.206936416184971,5.717886962106615
brookma01,632.0,18.123575949367087,2.8215189873417716,6.166139240506329,5.028955696202531,11.40237341772152,1.4787974683544303,2.8272151898734177
brownlo01,224.0,10.3,6.6,4.5,3.7,9.0,0.5,4.8
brownsh01,502.0,9.001195219123506,1.2936254980079678,3.984661354581674,3.4243027888446216,9.179482071713148,0.0,0.29362549800796806
bryanko01,177.0,16.9,7.7,5.3,5.7,11.6,0.6,3.3
budinch01,751.0,13.1,1.5,4.9,2.8,6.4,2.0,5.8
bullore01,395.0,10.5,1.1,4.9,1.9,4.4,2.0,6.7
burketr01,2262.0,14.2,6.3,3.3,3.7,8.9,1.8,5.3
burksal01,2193.0,17.9,3.5,4.2,5.4,11.3,0.8,2.3
butleca01,2838.0,14.891437632135307,2.1103594080338266,5.80214940098661,2.9207188160676534,7.407152924594785,2.484284707540522,6.286786469344608
butleji01,2591.0,12.2,2.4,4.6,2.9,6.3,0.9,3.3
butlera01,378.0,13.0,1.6,3.9,2.4,4.6,2.5,5.9
buyckdw01,146.0,10.6,2.5,5.7,2.5,7.6,1.2,4.2
bynuman01,1032.0,15.675581395348837,2.0,10.131395348837207,6.590697674418605,15.687209302325583,0.0,0.0
bynumwi01,1054.0,16.6,7.4,3.4,5.6,12.6,0.7,2.1
calatni01,1173.0,10.6,6.4,4.2,3.8,7.7,0.6,1.9
caldejo01,2468.0,13.5,5.5,2.8,2.2,4.7,2.8,6.2
caldwke01,1583.0,10.7,1.3,3.5,2.8,6.3,1.3,4.2
canaais01,252.0,14.4,3.1,3.4,1.9,4.6,2.6,7.9
carrode01,2341.0,12.5,2.1,6.2,3.2,5.8,1.5,4.1
cartevi01,1973.0,17.6,3.9,5.2,3.4,8.0,2.7,6.8
cartemi01,2414.0,17.4,6.6,6.5,5.5,12.6,0.8,3.1
casspom01,1283.0,13.7,2.5,7.3,3.1,6.6,1.7,4.9
chalmma01,2178.0,11.8,5.9,3.5,2.8,5.5,1.4,3.7
chandty01,1662.0,10.4,1.3,11.5,4.1,7.0,0.0,0.0
chandwi01,1927.0,15.8,2.1,5.5,3.5,7.2,2.3,6.6
chrisdi01,198.0,12.9,1.5,6.9,2.4,5.6,1.6,5.6
clarkea01,1536.0,12.036328124999999,0.8091145833333334,6.722916666666667,2.622786458333333,6.509244791666667,1.9270833333333333,5.717838541666667
clarkia01,172.0,14.2,3.1,4.0,3.1,7.5,2.3,6.5
clavevi01,184.0,9.2,2.3,7.6,2.7,4.7,0.6,3.5
coleno01,2014.0,9.4,4.4,2.9,2.6,5.8,1.1,3.1
collija04,172.0,5.2,0.8,4.0,2.3,4.4,0.0,0.6
collida01,2069.0,15.9,5.2,3.3,4.4,8.8,1.2,3.3
collini01,1353.0,9.0,2.8,7.8,3.5,6.0,0.1,0.5
conlemi01,2446.0,18.5,6.5,3.1,5.3,10.9,1.5,4.3
copelch01,265.0,20.8,2.4,4.3,3.0,5.2,4.5,10.7
couside01,2298.0,25.3,3.2,13.0,9.3,18.5,0.0,0.1
